t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1239.333374,0.001345875673,1239.333374,0.01884124801,1239.333374,0.1026931852,1239.333374,0.1589014828,1239.333374,0.1781573892,
1238.666626,0.00142533984,1238.666626,0.01893052272,1238.666626,0.1028283015,1238.666626,0.1589855403,1238.666626,0.1781565249,
1238,0.001468895469,1238,0.01891665161,1238,0.1028739288,1238,0.1590292454,1238,0.1781155318,
1237.333374,0.001417860272,1237.333374,0.01887095906,1237.333374,0.1029035896,1237.333374,0.1590213329,1237.333374,0.1780604869,
1236.666626,0.001405784045,1236.666626,0.01886425354,1236.666626,0.1029348522,1236.666626,0.1590307802,1236.666626,0.1779486686,
1236,0.001376101514,1236,0.01887679845,1236,0.102991648,1236,0.159087494,1236,0.1779589355,
1235.333374,0.001418977045,1235.333374,0.01883673295,1235.333374,0.1030287296,1235.333374,0.1591386497,1235.333374,0.1778584421,
1234.666626,0.001372621744,1234.666626,0.01887068897,1234.666626,0.1030752361,1234.666626,0.1591643393,1234.666626,0.1777899861,
1234,0.001393422601,1234,0.01888025925,1234,0.103132084,1234,0.1592078954,1234,0.1777975857,
1233.333374,0.001354288775,1233.333374,0.01883200184,1233.333374,0.1031509936,1233.333374,0.1591899246,1233.333374,0.1777239591,
1232.666626,0.001380905625,1232.666626,0.01888899133,1232.666626,0.1032426804,1232.666626,0.1593084782,1232.666626,0.1777181625,
1232,0.001375945751,1232,0.01894047298,1232,0.1033144966,1232,0.1593889594,1232,0.177687481,
1231.333374,0.001384307514,1231.333374,0.01894758455,1231.333374,0.1033597514,1231.333374,0.1594229192,1231.333374,0.1777247488,
1230.666626,0.001346524805,1230.666626,0.01892830431,1230.666626,0.1033808365,1230.666626,0.1594236642,1230.666626,0.1776276231,
1230,0.00133299653,1230,0.01894485392,1230,0.1034728661,1230,0.1595127285,1230,0.1776245534,
1229.333374,0.001366363605,1229.333374,0.01897419244,1229.333374,0.1035693958,1229.333374,0.1595549881,1229.333374,0.1776505411,
1228.666626,0.001426222851,1228.666626,0.01900648139,1228.666626,0.1036167145,1228.666626,0.1596022844,1228.666626,0.1776204109,
1228,0.001382931136,1228,0.01905394718,1228,0.1036953554,1228,0.1596784294,1228,0.1776082963,
1227.333374,0.001358469483,1227.333374,0.01904602163,1227.333374,0.1037382483,1227.333374,0.1597128659,1227.333374,0.177587375,
1226.666626,0.001350731356,1226.666626,0.01905356906,1226.666626,0.1037810445,1226.666626,0.1597537398,1226.666626,0.1775790006,
1226,0.001389890793,1226,0.01907634176,1226,0.1038442329,1226,0.1598078609,1226,0.1775260121,
1225.333374,0.001434092177,1225.333374,0.01910909824,1225.333374,0.1039562002,1225.333374,0.159915626,1225.333374,0.1775431484,
1224.666626,0.001427131821,1224.666626,0.01911404915,1224.666626,0.1039649472,1224.666626,0.1599671394,1224.666626,0.1774978489,
1224,0.001368051511,1224,0.01909992844,1224,0.1039901078,1224,0.1599319279,1224,0.1773942411,
1223.333374,0.001387190074,1223.333374,0.01911072247,1223.333374,0.1040829942,1223.333374,0.1599687785,1223.333374,0.1774671078,
1222.666626,0.001436585444,1222.666626,0.01914199442,1222.666626,0.1041714996,1222.666626,0.1600610167,1222.666626,0.1774145663,
1222,0.001382905175,1222,0.01914285868,1222,0.1041744575,1222,0.1600867659,1222,0.1773636639,
1221.333374,0.001301319804,1221.333374,0.01917426847,1221.333374,0.1041495502,1221.333374,0.160074532,1221.333374,0.1772866398,
1220.666626,0.001323077828,1220.666626,0.01917148195,1220.666626,0.1041909084,1220.666626,0.1601629704,1220.666626,0.1772765219,
1220,0.001415367122,1220,0.01925846934,1220,0.104335092,1220,0.1602446437,1220,0.177338317,
1219.333374,0.001389423385,1219.333374,0.01922824606,1219.333374,0.1043519452,1219.333374,0.1602216214,1219.333374,0.1772678047,
1218.666626,0.001364623778,1218.666626,0.01927397586,1218.666626,0.1043800563,1218.666626,0.1602791995,1218.666626,0.177206248,
1218,0.001331075095,1218,0.01916158013,1218,0.1044436246,1218,0.1602301896,1218,0.1771027893,
1217.333374,0.001378127025,1217.333374,0.01923971809,1217.333374,0.1045076028,1217.333374,0.1603179872,1217.333374,0.1770823598,
1216.666626,0.001347147976,1216.666626,0.01925257035,1216.666626,0.1045347974,1216.666626,0.1603460461,1216.666626,0.1770493984,
1216,0.001285456237,1216,0.01923100464,1216,0.1045682579,1216,0.1603988856,1216,0.1769868284,
1215.333374,0.001300099422,1215.333374,0.01924659126,1215.333374,0.1045860723,1215.333374,0.1603791416,1215.333374,0.1769634485,
1214.666626,0.001311887056,1214.666626,0.01931029186,1214.666626,0.1046721116,1214.666626,0.1604649872,1214.666626,0.1769291312,
1214,0.001350887236,1214,0.01932347193,1214,0.1047428697,1214,0.1605831832,1214,0.1769743711,
1213.333374,0.001318508061,1213.333374,0.01930734329,1213.333374,0.1047102213,1213.333374,0.160527125,1213.333374,0.1768435836,
1212.666626,0.001301501528,1212.666626,0.01938109472,1212.666626,0.1047840267,1212.666626,0.1606277972,1212.666626,0.1768532395,
1212,0.001295841415,1212,0.01934309304,1212,0.1047705486,1212,0.1606296003,1212,0.1767738909,
1211.333374,0.001320325537,1211.333374,0.01942435093,1211.333374,0.1048666015,1211.333374,0.1607498676,1211.333374,0.1767977327,
1210.666626,0.001278861775,1210.666626,0.01942061447,1210.666626,0.1048820615,1210.666626,0.160795033,1210.666626,0.1766946465,
1210,0.001303760335,1210,0.01945791952,1210,0.1049623191,1210,0.1608611643,1210,0.1766854227,
1209.333374,0.001251731999,1209.333374,0.01944072731,1209.333374,0.1049367413,1209.333374,0.1608639657,1209.333374,0.1766302884,
1208.666626,0.00128374272,1208.666626,0.0195542518,1208.666626,0.1049819291,1208.666626,0.1609796882,1208.666626,0.1766297072,
1208,0.001241451711,1208,0.01948271692,1208,0.1050307527,1208,0.1610008776,1208,0.1765829772,
1207.333374,0.001257858821,1207.333374,0.01950684004,1207.333374,0.105055213,1207.333374,0.1610579491,1207.333374,0.1765132844,
1206.666626,0.001250408008,1206.666626,0.01951515302,1206.666626,0.1050492153,1206.666626,0.161088407,1206.666626,0.1764972806,
1206,0.001166537404,1206,0.01953887194,1206,0.1051203012,1206,0.1611223668,1206,0.1764328033,
1205.333374,0.001116549829,1205.333374,0.01951650716,1205.333374,0.1051083654,1205.333374,0.1611394733,1205.333374,0.176341176,
1204.666626,0.001161294407,1204.666626,0.01957074367,1204.666626,0.1051707268,1204.666626,0.1612497419,1204.666626,0.1763532609,
1204,0.001124517294,1204,0.01954247244,1204,0.1051051393,1204,0.1612231731,1204,0.1762924194,
1203.333374,0.001102405833,1203.333374,0.01960388944,1203.333374,0.1051516682,1203.333374,0.1612853855,1203.333374,0.1762540042,
1202.666626,0.001096255379,1202.666626,0.01961228438,1202.666626,0.1052802652,1202.666626,0.1613575965,1202.666626,0.1762603372,
1202,0.001096229418,1202,0.01964516193,1202,0.1052380428,1202,0.1614452153,1202,0.1762544364,
1201.333374,0.001126723364,1201.333374,0.01974698342,1201.333374,0.1053108424,1201.333374,0.1614741534,1201.333374,0.1762698144,
1200.666626,0.001059146482,1200.666626,0.01968722604,1200.666626,0.1053663045,1200.666626,0.1615585983,1200.666626,0.1762150079,
1200,0.001035948517,1200,0.01980701834,1200,0.1053832918,1200,0.1616116613,1200,0.17624484,
1199.333374,0.0001384602219,1199.333374,0.01971515268,1199.333374,0.1053324491,1199.333374,0.1616120338,1199.333374,0.1761837453,
1198.666626,0.0001592278859,1198.666626,0.01970491372,1198.666626,0.105354026,1198.666626,0.1615222543,1198.666626,0.1760814935,
1198,8.641595923E-005,1198,0.01972243935,1198,0.1054498479,1198,0.1616034359,1198,0.1760382801,
1197.333374,9.16459976E-005,1197.333374,0.01970315352,1197.333374,0.1054615676,1197.333374,0.1615852267,1197.333374,0.1759795845,
1196.666626,1.998442713E-005,1196.666626,0.01975229196,1196.666626,0.1054574028,1196.666626,0.1616090387,1196.666626,0.175946638,
1196,5.180091102E-005,1196,0.01973522641,1196,0.1055207402,1196,0.1616876125,1196,0.1758995503,
1195.333374,-5.332476576E-006,1195.333374,0.01979420334,1195.333374,0.1055572778,1195.333374,0.1616888046,1195.333374,0.1759069264,
1194.666626,-4.488394916E-005,1194.666626,0.01977952011,1194.666626,0.1056079119,1194.666626,0.1617365479,1194.666626,0.1758541018,
1194,-7.84274016E-005,1194,0.01979414932,1194,0.1056837142,1194,0.1617039442,1194,0.1757554263,
1193.333374,8.905686263E-005,1193.333374,0.01991687156,1193.333374,0.1058319956,1193.333374,0.1619309634,1193.333374,0.1758460402,
1192.666626,-4.017316314E-005,1192.666626,0.01986126415,1192.666626,0.1056353524,1192.666626,0.1618200392,1192.666626,0.1756890416,
1192,-9.302420949E-005,1192,0.01982457563,1192,0.1057884321,1192,0.1618543714,1192,0.1756640673,
1191.333374,-9.2868926E-005,1191.333374,0.01980512217,1191.333374,0.105838865,1191.333374,0.1618277729,1191.333374,0.1755964607,
1190.666626,-8.572586376E-005,1190.666626,0.01986191422,1190.666626,0.1059158295,1190.666626,0.1618777066,1190.666626,0.1755681038,
1190,-0.0001332922839,1190,0.01989345625,1190,0.1059598997,1190,0.1619189382,1190,0.1755012125,
1189.333374,-0.00015502928,1189.333374,0.01991307735,1189.333374,0.1059847772,1189.333374,0.161937803,1189.333374,0.1755079627,
1188.666626,-0.0001092768071,1188.666626,0.0199542176,1188.666626,0.106032759,1188.666626,0.1620027572,1188.666626,0.175451234,
1188,-0.0001062230222,1188,0.01989641041,1188,0.1060866565,1188,0.1620052308,1188,0.1753945947,
1187.333374,-0.0001240796119,1187.333374,0.01994145289,1187.333374,0.1060891375,1187.333374,0.1620151252,1187.333374,0.175338611,
1186.666626,-0.0001248042099,1186.666626,0.01993969083,1186.666626,0.1061629057,1186.666626,0.1620182842,1186.666626,0.1753013283,
1186,-8.443182014E-005,1186,0.01994242705,1186,0.1062235609,1186,0.1620618552,1186,0.1753144264,
1185.333374,-0.0001689507335,1185.333374,0.01997815073,1185.333374,0.1062439606,1185.333374,0.1620826423,1185.333374,0.1752939224,
1184.666626,-0.0001227856701,1184.666626,0.01999991573,1184.666626,0.1063132584,1184.666626,0.1621308774,1184.666626,0.1752893478,
1184,-0.000125166509,1184,0.02001769841,1184,0.1063736454,1184,0.1621634066,1184,0.175233081,
1183.333374,-0.0001296175906,1183.333374,0.02002271265,1183.333374,0.1064322516,1183.333374,0.1622195542,1183.333374,0.1752085835,
1182.666626,-0.0001500609214,1182.666626,0.01998785324,1182.666626,0.1064684317,1182.666626,0.1621849984,1182.666626,0.1751852185,
1182,-0.0001263051527,1182,0.02006204613,1182,0.1065293029,1182,0.1622502804,1182,0.1751950234,
1181.333374,-0.0001513030147,1181.333374,0.02007405646,1181.333374,0.1065880582,1181.333374,0.1622852981,1181.333374,0.1751859933,
1180.666626,-0.000166363141,1180.666626,0.02004710957,1180.666626,0.1066216752,1180.666626,0.1622826606,1180.666626,0.1751784384,
1180,-0.0001166265138,1180,0.02010821737,1180,0.1067491174,1180,0.1623839736,1180,0.175202623,
1179.333374,-0.0001279096177,1179.333374,0.02012006566,1179.333374,0.1067652702,1179.333374,0.1624014974,1179.333374,0.1751648784,
1178.666626,-0.0001894439629,1178.666626,0.02012226172,1178.666626,0.1067929789,1178.666626,0.1623883694,1178.666626,0.1751327217,
1178,-0.000212834042,1178,0.02016342245,1178,0.1068314761,1178,0.1624532342,1178,0.1751048267,
1177.333374,-0.000212834042,1177.333374,0.02018142864,1177.333374,0.1068772972,1177.333374,0.162460342,1177.333374,0.1751130819,
1176.666626,-0.0002373094758,1176.666626,0.02021288499,1176.666626,0.1069832295,1176.666626,0.162527591,1176.666626,0.1751194298,
1176,-0.0003032258828,1176,0.020208681,1176,0.1070086583,1176,0.1625499129,1176,0.1750919372,
1175.333374,-0.0002507626195,1175.333374,0.02026257105,1175.333374,0.1070747674,1175.333374,0.1625785977,1175.333374,0.1750736833,
1174.666626,-0.0002756498288,1174.666626,0.02026658505,1174.666626,0.107149601,1174.666626,0.1626247466,1174.666626,0.1751123071,
1174,-0.0002993974194,1174,0.02026658505,1174,0.1071654037,1174,0.1626401097,1174,0.1750407964,
1173.333374,-0.000306226575,1173.333374,0.02031993866,1173.333374,0.1072512567,1173.333374,0.1626942754,1173.333374,0.1750509441,
1172.666626,-0.0003497856087,1172.666626,0.02031483874,1172.666626,0.1072626859,1172.666626,0.1627057195,1172.666626,0.1750229001,
1172,-0.0002830484591,1172,0.02034996822,1172,0.1073064357,1172,0.1627246588,1172,0.1749886274,
1171.333374,-0.0003752361517,1171.333374,0.02032810263,1171.333374,0.1073407009,1171.333374,0.1627260149,1171.333374,0.1749239117,
1170.666626,-0.0003591486893,1170.666626,0.02038816549,1170.666626,0.1074220762,1170.666626,0.1627826095,1170.666626,0.1749316603,
1170,-0.0003271789174,1170,0.02041999064,1170,0.1075322479,1170,0.1628671288,1170,0.174967587,
1169.333374,-0.0003879091528,1169.333374,0.02039076947,1169.333374,0.1075240597,1169.333374,0.162837714,1169.333374,0.174938038,
1168.666626,-0.0003415604297,1168.666626,0.0205026418,1168.666626,0.1075959876,1168.666626,0.1629452109,1168.666626,0.1749096215,
1168,-0.0003610626736,1168,0.02045659348,1168,0.1076551899,1168,0.162958473,1168,0.1748851538,
1167.333374,-0.0003332833585,1167.333374,0.0205000639,1167.333374,0.1076875255,1167.333374,0.1630100459,1167.333374,0.1748793423,
1166.666626,-0.000353096344,1166.666626,0.0204996299,1166.666626,0.1076929346,1166.666626,0.1630034447,1166.666626,0.1748468131,
1166,-0.0004119609366,1166,0.02042311057,1166,0.1077259779,1166,0.1628822684,1166,0.1747522354,
1165.333374,-0.0003327660379,1165.333374,0.0205501616,1165.333374,0.1077730805,1165.333374,0.1629987061,1165.333374,0.1747078449,
1164.666626,-0.0003123313072,1164.666626,0.02058283985,1164.666626,0.1078786328,1164.666626,0.1630783528,1164.666626,0.1747553796,
1164,-0.0002839797526,1164,0.02060718834,1164,0.1078582928,1164,0.1631351113,1164,0.174761489,
1163.333374,-0.0002185778721,1163.333374,0.02064633183,1163.333374,0.1079270542,1163.333374,0.1631581038,1163.333374,0.1747336984,
1162.666626,-0.0003089167876,1162.666626,0.02061880566,1162.666626,0.1079298034,1162.666626,0.1631439626,1162.666626,0.174689725,
1162,-0.0002557815751,1162,0.02065091953,1162,0.1079898179,1162,0.1632279456,1162,0.1746505648,
1161.333374,-0.0001874774898,1161.333374,0.0207605511,1161.333374,0.108099103,1161.333374,0.163269043,1161.333374,0.174698472,
1160.666626,-0.0001716935658,1160.666626,0.02075968124,1160.666626,0.1081251353,1160.666626,0.1633229554,1160.666626,0.1746802479,
1160,-0.0002481755218,1160,0.02070624754,1160,0.1080333665,1160,0.1632640958,1160,0.1745875627,
1159.333374,-0.0003358699614,1159.333374,0.02073008567,1159.333374,0.1081050485,1159.333374,0.1632163823,1159.333374,0.1745606661,
1158.666626,-0.0001825094951,1158.666626,0.02079663984,1158.666626,0.1081488729,1158.666626,0.1633216292,1158.666626,0.1745731682,
1158,-0.0002746150421,1158,0.02089071646,1158,0.1081212834,1158,0.1633894593,1158,0.1746554822,
1157.333374,-0.0002859975211,1157.333374,0.02076416276,1157.333374,0.1080477759,1157.333374,0.1633888632,1157.333374,0.1745199263,
1156.666626,-0.0003233506577,1156.666626,0.02066166885,1156.666626,0.1079080701,1156.666626,0.163188979,1156.666626,0.1744123548,
1156,-0.0003710462479,1156,0.02053762414,1156,0.1079369411,1156,0.1632012576,1156,0.174323082,
1155.333374,-0.0005214961129,1155.333374,0.020469971,1155.333374,0.1078472733,1155.333374,0.1629604697,1155.333374,0.1741932034,
1154.666626,-0.0001654316002,1154.666626,0.02091002837,1154.666626,0.1079342887,1154.666626,0.1631051153,1154.666626,0.1745024472,
1154,-4.824876305E-005,1154,0.0212968085,1154,0.1083530411,1154,0.1633532345,1154,0.1747801155,
1153.333374,2.865671195E-005,1153.333374,0.02122047544,1153.333374,0.1083510444,1153.333374,0.1634165794,1153.333374,0.1747778654,
1152.666626,0.0002303944493,1152.666626,0.02144029923,1152.666626,0.1086124107,1152.666626,0.1637945473,1152.666626,0.1750773191,
1152,0.0004411914852,1152,0.02176372521,1152,0.1091210023,1152,0.1643546969,1152,0.1755594164,
1151.333374,0.0005984037998,1151.333374,0.02204509638,1151.333374,0.1095269769,1151.333374,0.1647682488,1151.333374,0.1758330762,
1150.666626,0.0008126473404,1150.666626,0.02231667563,1150.666626,0.1098594815,1150.666626,0.165033102,1150.666626,0.1759673655,
1150,0.001049623243,1150,0.02248988859,1150,0.1101261601,1150,0.165213123,1150,0.1760649979,
