non-imine undoped,,non-imine 5 sec TFA vapour,,non-imine 10 sec TFA vapour,,non-imine 30 sec TFA vapour,,non-imine 1min TFA vapour,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
699.333313,-0.01389353257,699.333313,-0.020858109,699.333313,-0.02142105624,699.333313,-0.02288644575,699.333313,-0.02262615971,
698.666626,-0.01380502246,698.666626,-0.02083713748,698.666626,-0.02139690891,698.666626,-0.02281149104,698.666626,-0.02257617749,
698,-0.01382187381,698,-0.02052826434,698,-0.02132914029,698,-0.02270704322,698,-0.02253076062,
697.333313,-0.01391985547,697.333313,-0.02076182701,697.333313,-0.02130409889,697.333313,-0.02285501175,697.333313,-0.02260787785,
696.666626,-0.01379729901,696.666626,-0.02061941475,696.666626,-0.02135935426,696.666626,-0.02280161716,696.666626,-0.02249389328,
696,-0.0137426788,696,-0.02067085542,696,-0.02119790763,696,-0.0228665527,696,-0.02248907648,
695.333313,-0.01364831906,695.333313,-0.02066364884,695.333313,-0.02119790763,695.333313,-0.02280201018,695.333313,-0.02253233455,
694.666626,-0.01374899875,694.666626,-0.02056831121,694.666626,-0.02124213241,694.666626,-0.0227451697,694.666626,-0.02252481319,
694,-0.01383746974,694,-0.02076291293,694,-0.02133047022,694,-0.02289813384,694,-0.02262262069,
693.333313,-0.01382804196,693.333313,-0.02061353996,693.333313,-0.02123153396,693.333313,-0.02268743701,693.333313,-0.02239777707,
692.666626,-0.01363457274,692.666626,-0.0206065774,692.666626,-0.02132248506,692.666626,-0.02270036004,692.666626,-0.02236812748,
692,-0.01357125118,692,-0.02064740658,692,-0.0213226825,692,-0.02275062352,692,-0.02243509516,
691.333313,-0.01364982408,691.333313,-0.02073063329,691.333313,-0.02112379484,691.333313,-0.02273033187,691.333313,-0.02241715044,
690.666626,-0.01376234088,690.666626,-0.02068862692,690.666626,-0.02127989568,690.666626,-0.02281370014,690.666626,-0.02251016535,
690,-0.01367204916,690,-0.02058154531,690,-0.02123730071,690,-0.02264945395,690,-0.02246823162,
689.333313,-0.01366803516,689.333313,-0.02063610218,689.333313,-0.02114243619,689.333313,-0.02267942764,689.333313,-0.02237697877,
688.666626,-0.01366803516,688.666626,-0.02054540068,688.666626,-0.02125204168,688.666626,-0.02276958711,688.666626,-0.02238558419,
688,-0.01368072815,688,-0.02066740021,688,-0.02128107846,688,-0.02282254212,688,-0.02248932235,
687.333313,-0.01355464105,687.333313,-0.02054475807,687.333313,-0.02119135112,687.333313,-0.0228402745,687.333313,-0.02244271711,
686.666626,-0.01336401142,686.666626,-0.02051024139,686.666626,-0.02113129012,686.666626,-0.02256054804,686.666626,-0.02225511335,
686,-0.01333258394,686,-0.02043610997,686,-0.02108814009,686,-0.02258792333,686,-0.02218044363,
685.333313,-0.01336275693,685.333313,-0.02042820677,685.333313,-0.02117448673,685.333313,-0.02259883471,685.333313,-0.02221438475,
684.666626,-0.01338770706,684.666626,-0.02062124014,684.666626,-0.02113326266,684.666626,-0.02264463715,684.666626,-0.02230670676,
684,-0.0137388166,684,-0.02058021165,684,-0.0213024728,684,-0.02270620689,684,-0.02248524129,
683.333313,-0.01352543477,683.333313,-0.02050638944,683.333313,-0.02118927985,683.333313,-0.02267692238,683.333313,-0.02236134186,
682.666626,-0.01338911243,682.666626,-0.02040187828,682.666626,-0.02109750919,682.666626,-0.02256241627,682.666626,-0.02226342633,
682,-0.01352673955,682,-0.02059428394,682,-0.0212516468,682,-0.02278904058,682,-0.02251218073,
681.333313,-0.01327398792,681.333313,-0.02028983459,681.333313,-0.02097099274,681.333313,-0.0224102661,681.333313,-0.02210723609,
680.666626,-0.01336295716,680.666626,-0.02057877928,680.666626,-0.02125845104,680.666626,-0.02278904058,680.666626,-0.02238794416,
680,-0.0133436285,680,-0.02045517415,680,-0.02109731361,680,-0.02269456163,680,-0.0222748369,
679.333313,-0.01330908574,679.333313,-0.02028380707,679.333313,-0.02104917727,679.333313,-0.02245500684,679.333313,-0.02229160815,
678.666626,-0.01336054783,678.666626,-0.02050184458,678.666626,-0.0211133901,678.666626,-0.02258109301,678.666626,-0.02242585272,
678,-0.01335653104,678,-0.02047320083,678,-0.02114431001,678,-0.02265215665,678,-0.02238927223,
677.333313,-0.0132412985,677.333313,-0.02037145011,677.333313,-0.02107881941,677.333313,-0.02255440317,677.333313,-0.02241208591,
676.666626,-0.01323341392,676.666626,-0.02040321194,676.666626,-0.0211228095,676.666626,-0.02256683819,676.666626,-0.02222860232,
676,-0.013360749,676,-0.02046406455,676,-0.02113592625,676,-0.02261942625,676,-0.02228137851,
675.333313,-0.01312628575,675.333313,-0.02026349865,675.333313,-0.02100069076,675.333313,-0.02263662778,675.333313,-0.02219628356,
674.666626,-0.01331249997,674.666626,-0.0203458108,674.666626,-0.02121146768,674.666626,-0.02273568697,674.666626,-0.02228329517,
674,-0.01336250547,674,-0.0202397313,674,-0.02105208673,674,-0.02264139429,674,-0.02224306203,
673.333313,-0.01319454331,673.333313,-0.02039353177,673.333313,-0.02105588466,673.333313,-0.02251979895,673.333313,-0.02228644304,
672.666626,-0.01319067646,672.666626,-0.02039516158,672.666626,-0.02109025978,672.666626,-0.02263441496,672.666626,-0.02215185948,
672,-0.01348277647,672,-0.02051305585,672,-0.02124533802,672,-0.0227338206,672,-0.02237550355,
671.333313,-0.01332113612,671.333313,-0.02043176256,671.333313,-0.02124711126,671.333313,-0.02273072489,671.333313,-0.0223501306,
670.666626,-0.01317676436,670.666626,-0.02041378245,670.666626,-0.02112626098,670.666626,-0.02259957232,670.666626,-0.02239118889,
670,-0.01328513585,670,-0.02060386166,670,-0.02131331712,670,-0.02280765958,670,-0.0223621279,
669.333313,-0.01314873807,669.333313,-0.02031137608,669.333313,-0.02108769678,669.333313,-0.02267829888,669.333313,-0.02228000015,
668.666626,-0.01322507765,668.666626,-0.02034511976,668.666626,-0.02129567042,668.666626,-0.02275794372,668.666626,-0.02222019061,
668,-0.01303565968,668,-0.02037510462,668,-0.02110727504,668,-0.02259893343,668,-0.02222136967,
667.333313,-0.01312291995,667.333313,-0.02037984692,667.333313,-0.02106278948,667.333313,-0.02260507643,667.333313,-0.02235558815,
666.666626,-0.01322412305,666.666626,-0.02037811838,666.666626,-0.02111945488,666.666626,-0.02279498428,666.666626,-0.02240269445,
666,-0.01317073684,666,-0.02029685117,666,-0.02098895051,666,-0.02273583412,666,-0.02232726291,
665.333313,-0.01311287377,665.333313,-0.02042800933,665.333313,-0.0212097913,665.333313,-0.02281404473,665.333313,-0.02229598537,
664.666626,-0.01317510661,664.666626,-0.02045354433,664.666626,-0.02130547911,664.666626,-0.02281321026,664.666626,-0.02246439829,
664,-0.01321126707,664,-0.0204942394,664,-0.02127358504,664,-0.02294906229,664,-0.02240726724,
663.333313,-0.01301119197,663.333313,-0.02033765987,663.333313,-0.02103802934,663.333313,-0.02269333415,663.333313,-0.02236055396,
662.666626,-0.01307379082,662.666626,-0.02035633288,662.666626,-0.02124188654,662.666626,-0.0228162054,662.666626,-0.02252776362,
662,-0.01316666882,662,-0.02041432634,662,-0.02121358737,662,-0.02288172953,662,-0.02242983505,
661.333313,-0.01304585859,661.333313,-0.02042761445,661.333313,-0.02128970437,661.333313,-0.02284582518,661.333313,-0.02244974673,
660.666626,-0.01318123378,660.666626,-0.02054145001,660.666626,-0.02123739943,660.666626,-0.02279650792,660.666626,-0.02243509516,
660,-0.01306700893,660,-0.02047977038,660,-0.02119593509,660,-0.02278427593,660,-0.02238258347,
659.333313,-0.01306876726,659.333313,-0.02052332647,659.333313,-0.02119706944,659.333313,-0.02279547602,659.333313,-0.02251208201,
658.666626,-0.0131820878,658.666626,-0.02053586952,658.666626,-0.02125194296,658.666626,-0.02290009893,658.666626,-0.02260900848,
658,-0.01298541576,658,-0.02042909525,658,-0.02127974667,658,-0.02293933742,658,-0.02250869013,
657.333313,-0.01317460462,657.333313,-0.02055725083,657.333313,-0.02130094357,657.333313,-0.02308172919,657.333313,-0.0225127209,
656.666626,-0.0131640071,656.666626,-0.02058075555,656.666626,-0.02125894465,656.666626,-0.02305693738,656.666626,-0.02251979895,
656,-0.01293602027,656,-0.02041481994,656,-0.02127989568,656,-0.02296973579,656,-0.02238597721,
655.333313,-0.01310433354,655.333313,-0.02054910362,655.333313,-0.02149171941,655.333313,-0.02306616679,655.333313,-0.02265893668,
654.666626,-0.01316968258,654.666626,-0.02063195407,654.666626,-0.02136832476,654.666626,-0.02295598574,654.666626,-0.02257902734,
654,-0.01314708032,654,-0.0206885282,654,-0.02137207054,654,-0.0230794698,654,-0.02264508046,
653.333313,-0.01310569048,653.333313,-0.02062943578,653.333313,-0.02153532393,653.333313,-0.02321038023,653.333313,-0.02265711874,
652.666626,-0.01308675203,652.666626,-0.02069677226,652.666626,-0.02148782648,652.666626,-0.02310062945,652.666626,-0.02269657701,
652,-0.01302556135,652,-0.02076705918,652,-0.02159015462,652,-0.02322701737,652,-0.02282573655,
651.333313,-0.01291074231,651.333313,-0.02062074654,651.333313,-0.02139602229,651.333313,-0.02312900126,651.333313,-0.02262232639,
650.666626,-0.01310483646,650.666626,-0.02066710405,650.666626,-0.02159483358,650.666626,-0.02327349037,650.666626,-0.02287166193,
650,-0.01320579275,650,-0.02071093954,650,-0.02166679688,650,-0.02322505414,650,-0.02287662216,
649.333313,-0.01307655405,649.333313,-0.02071908303,649.333313,-0.02154650725,649.333313,-0.02332373522,649.333313,-0.02283167839,
648.666626,-0.01314421743,648.666626,-0.02078684978,648.666626,-0.02161966078,648.666626,-0.02328482457,648.666626,-0.02285889164,
648,-0.01310046576,648,-0.02082430571,648,-0.02162901871,648,-0.02333737537,648,-0.02288320288,
647.333313,-0.01316606626,647.333313,-0.020752104,647.333313,-0.02156168036,647.333313,-0.02336818539,647.333313,-0.02287284099,
646.666626,-0.01297200006,646.666626,-0.02067914978,646.666626,-0.02153443545,646.666626,-0.0232262332,646.666626,-0.0227894336,
646,-0.01315391157,646,-0.02087922767,646,-0.02175317705,646,-0.02345064655,646,-0.02295701578,
645.333313,-0.01315903477,645.333313,-0.02085475251,645.333313,-0.02179325931,645.333313,-0.02347340621,645.333313,-0.0229500439,
644.666626,-0.01319188159,644.666626,-0.02091011405,644.666626,-0.02176479995,644.666626,-0.02344701812,644.666626,-0.02301417291,
644,-0.01307203248,644,-0.02090123296,644,-0.02175997384,644,-0.02345555276,644,-0.02291404642,
643.333313,-0.01306947041,643.333313,-0.0209731143,643.333313,-0.0217416063,643.333313,-0.02354652993,643.333313,-0.02308074757,
642.666626,-0.01315044519,642.666626,-0.02083165944,642.666626,-0.0217436254,642.666626,-0.02359291911,642.666626,-0.0230358243,
642,-0.01295893546,642,-0.02077095769,642,-0.02173663117,642,-0.02349920385,642,-0.02298554592,
641.333313,-0.01306982245,641.333313,-0.02092871442,641.333313,-0.02184850164,641.333313,-0.0235707555,641.333313,-0.02315315232,
640.666626,-0.0130179245,640.666626,-0.02089185826,640.666626,-0.02181334794,640.666626,-0.02352352999,640.666626,-0.02308035456,
640,-0.0129867224,640,-0.02097444609,640,-0.0217538178,640,-0.02352504991,640,-0.02307078056,
639.333313,-0.01285601128,639.333313,-0.02087330632,639.333313,-0.0217483025,639.333313,-0.02342033386,639.333313,-0.02290697396,
638.666626,-0.01289104205,638.666626,-0.02094430476,638.666626,-0.0217727758,638.666626,-0.02356751822,638.666626,-0.02301814966,
638,-0.01277613733,638,-0.02081009373,638,-0.02173835598,638,-0.02347831056,638,-0.02306542918,
637.333313,-0.01280825958,637.333313,-0.02088144794,637.333313,-0.02166778222,637.333313,-0.02350754291,637.333313,-0.02306592092,
636.666626,-0.01282610372,636.666626,-0.02093660831,636.666626,-0.02182752825,636.666626,-0.02361934818,636.666626,-0.02306273021,
636,-0.01277960651,636,-0.02091085352,636,-0.02186258137,636,-0.0235840939,636,-0.02310382016,
635.333313,-0.01264797803,635.333313,-0.02083694004,635.333313,-0.0217046719,635.333313,-0.02354407869,635.333313,-0.0230336152,
634.666626,-0.0127518056,634.666626,-0.02089417726,634.666626,-0.02168679424,634.666626,-0.02349851839,634.666626,-0.02316635475,
634,-0.01263364591,634,-0.02082687244,634,-0.02175214328,634,-0.02353647724,634,-0.02299747802,
633.333313,-0.01253944729,633.333313,-0.02080920525,633.333313,-0.02164005302,633.333313,-0.0235557016,633.333313,-0.0230415687,
632.666626,-0.01246992871,632.666626,-0.02075185813,632.666626,-0.02160616405,632.666626,-0.02345569991,632.666626,-0.02290731855,
632,-0.01233166456,632,-0.02059966512,632,-0.02160611376,632,-0.02342533693,632,-0.02303415537,
631.333313,-0.0123353377,631.333313,-0.02058416232,631.333313,-0.02139656432,631.333313,-0.02333109453,631.333313,-0.02269893512,
630.666626,-0.01227766555,630.666626,-0.02054090612,630.666626,-0.02144062147,630.666626,-0.02343509905,630.666626,-0.02275976166,
630,-0.01218474843,630,-0.02049917914,630,-0.02147959732,630,-0.02331642434,630,-0.02287937328,
629.333313,-0.01221203152,629.333313,-0.02064414881,629.333313,-0.02135013789,629.333313,-0.02322942205,629.333313,-0.0227751378,
628.666626,-0.01208415814,628.666626,-0.02046752162,628.666626,-0.02125396393,628.666626,-0.02314412035,628.666626,-0.02279184014,
628,-0.01220095716,628,-0.02048199251,628,-0.02134397626,628,-0.02316557057,628,-0.0228102617,
627.333313,-0.01182784513,627.333313,-0.02002245001,627.333313,-0.02124015987,627.333313,-0.02296762355,627.333313,-0.02244576439,
626.666626,-0.01193418633,626.666626,-0.02034373581,626.666626,-0.02123459056,626.666626,-0.02303204499,626.666626,-0.02253813483,
626,-0.0118440669,626,-0.02026824281,626,-0.02119761147,626,-0.0229864791,626,-0.02251562104,
625.333313,-0.01151905116,625.333313,-0.0199366156,625.333313,-0.02092565596,625.333313,-0.02280849405,625.333313,-0.02222899534,
624.666626,-0.01154375449,624.666626,-0.02009605989,624.666626,-0.02098574303,624.666626,-0.02291109972,624.666626,-0.02241818234,
624,-0.0114156846,624,-0.01986663975,624,-0.02084399574,624,-0.02280854248,624,-0.02228423022,
623.333313,-0.01128641609,623.333313,-0.01983181946,623.333313,-0.02078670077,623.333313,-0.02266262285,623.333313,-0.0221901834,
622.666626,-0.01122542471,622.666626,-0.01974263228,622.666626,-0.02084784396,622.666626,-0.0227243863,622.666626,-0.02221979573,
622,-0.01097743865,622,-0.01969192177,622,-0.02058638446,622,-0.02255715616,622,-0.0220558662,
621.333313,-0.01091902982,621.333313,-0.01956519298,621.333313,-0.02061566152,621.333313,-0.02243991382,621.333313,-0.02203421295,
620.666626,-0.01081567165,620.666626,-0.01936455816,620.666626,-0.02036300302,620.666626,-0.02225899883,620.666626,-0.02180985175,
620,-0.01075597759,620,-0.01942030713,620,-0.02040701546,620,-0.02241252922,620,-0.02200783603,
619.333313,-0.01051601022,619.333313,-0.01924570836,619.333313,-0.020059973,619.333313,-0.02200788446,619.333313,-0.02170989104,
618.666626,-0.0103763137,618.666626,-0.01909100451,618.666626,-0.02009724453,618.666626,-0.02210615389,618.666626,-0.02172973752,
618,-0.01021113712,618,-0.0190105848,618,-0.01989730075,618,-0.02199927159,618,-0.02158995718,
617.333313,-0.01003780309,617.333313,-0.01882878132,617.333313,-0.01995861903,617.333313,-0.02197746933,617.333313,-0.02154507861,
616.666626,-0.009887172841,616.666626,-0.01882793941,616.666626,-0.01966500469,616.666626,-0.02178149112,616.666626,-0.02153497748,
616,-0.0098338807,616,-0.01870512217,616,-0.01972991787,616,-0.02180438675,616,-0.02136551403,
615.333313,-0.009712798521,615.333313,-0.01856615022,615.333313,-0.0196021609,615.333313,-0.02172732539,615.333313,-0.02139572613,
614.666626,-0.009435476735,614.666626,-0.01843710802,614.666626,-0.01940099895,614.666626,-0.02148156986,614.666626,-0.02109923586,
614,-0.009339516982,614,-0.01831180044,614,-0.01933578961,614,-0.02141622826,614,-0.02111659572,
613.333313,-0.009121225215,613.333313,-0.01827015355,613.333313,-0.01913742721,613.333313,-0.02129581757,613.333313,-0.02090789378,
612.666626,-0.008977630176,612.666626,-0.01797440276,612.666626,-0.01915531047,612.666626,-0.02127639577,612.666626,-0.02094790526,
612,-0.008735612035,612,-0.01793193072,612,-0.01901851408,612,-0.02106446587,612,-0.02080367878,
611.333313,-0.008457513526,611.333313,-0.01775375009,611.333313,-0.01883646473,611.333313,-0.02104528062,611.333313,-0.02072589472,
610.666626,-0.008279922418,610.666626,-0.01769400761,610.666626,-0.01871251129,610.666626,-0.02095476352,610.666626,-0.0206842348,
610,-0.008054744452,610,-0.01758538932,610,-0.01867378131,610,-0.02081211656,610,-0.02054302953,
609.333313,-0.007897171192,609.333313,-0.01744889282,609.333313,-0.01854030602,609.333313,-0.02077885531,609.333313,-0.02058006264,
608.666626,-0.007793803699,608.666626,-0.01724951714,608.666626,-0.01841438189,608.666626,-0.02066093311,608.666626,-0.02031522989,
608,-0.007482839283,608,-0.01720214635,608,-0.0182785932,608,-0.02055512741,608,-0.02039683983,
607.333313,-0.00699628517,607.333313,-0.01694346033,607.333313,-0.017990347,607.333313,-0.0204104241,607.333313,-0.02013406903,
606.666626,-0.006982631981,606.666626,-0.01699962094,606.666626,-0.01796829328,606.666626,-0.02042129077,606.666626,-0.02015813999,
606,-0.006791337859,606,-0.01684785075,606,-0.01792154834,606,-0.02037876099,606,-0.02004494518,
605.333313,-0.006651304662,605.333313,-0.01682538912,605.333313,-0.01804905571,605.333313,-0.02038908564,605.333313,-0.02016075887,
604.666626,-0.006361714564,604.666626,-0.01674136147,604.666626,-0.01800236851,604.666626,-0.02037085779,604.666626,-0.02014400437,
604,-0.006227360573,604,-0.01664117351,604,-0.01782163233,604,-0.02031009085,604,-0.0200795494,
603.333313,-0.00587298302,603.333313,-0.01651071012,603.333313,-0.01776806265,603.333313,-0.02028247155,603.333313,-0.02006659657,
602.666626,-0.005643026438,602.666626,-0.0164253246,602.666626,-0.0176813826,602.666626,-0.02024620399,602.666626,-0.0200976897,
602,-0.005468830466,602,-0.01635109074,602,-0.01779236272,602,-0.02023296058,602,-0.01993325353,
601.333313,-0.005259376019,601.333313,-0.01633842662,601.333313,-0.01766676828,601.333313,-0.02026952617,601.333313,-0.0200455375,
600.666626,-0.005010824185,600.666626,-0.01629240252,600.666626,-0.01755282283,600.666626,-0.02024719305,600.666626,-0.02009863034,
600,-0.004762795754,600,-0.01612122916,600,-0.01751498319,600,-0.02032318339,600,-0.01998245157,
599.333313,-0.004507298581,599.333313,-0.01620148867,599.333313,-0.01752686687,599.333313,-0.0203703139,599.333313,-0.02014024742,
598.666626,-0.004089410417,598.666626,-0.01592583396,598.666626,-0.01739448123,598.666626,-0.02017706819,598.666626,-0.01996425539,
598,-0.003827153472,598,-0.01588984951,598,-0.01737339236,598,-0.0201621931,598,-0.01993874088,
597.333313,-0.003571978305,597.333313,-0.01581856981,597.333313,-0.01732056215,597.333313,-0.02014029771,597.333313,-0.01998902857,
596.666626,-0.003142395057,596.666626,-0.01565554924,596.666626,-0.01717283577,596.666626,-0.02011518925,596.666626,-0.01993290707,
596,-0.002764913253,596,-0.01551599801,596,-0.01715183444,596,-0.02015912905,596,-0.01993646659,
595.333313,-0.002471329644,595.333313,-0.01557159424,595.333313,-0.01702147536,595.333313,-0.02008340508,595.333313,-0.01984814182,
594.666626,-0.001996183535,594.666626,-0.01508512255,594.666626,-0.0167897772,594.666626,-0.01995649375,594.666626,-0.01976370625,
594,-0.001665927935,594,-0.01497044787,594,-0.01687538996,594,-0.01988533325,594,-0.0196651537,
593.333313,-0.00124281738,593.333313,-0.01490331814,593.333313,-0.01658008248,593.333313,-0.01984171197,593.333313,-0.01959538087,
592.666626,-0.0007974870387,592.666626,-0.01468815561,592.666626,-0.0164430216,592.666626,-0.01974901371,592.666626,-0.01958617754,
592,-0.0003949954989,592,-0.01443377603,592,-0.01624143682,592,-0.01968816109,592,-0.0194006525,
591.333313,2.542076436E-005,591.333313,-0.0142411273,591.333313,-0.01612412371,591.333313,-0.01958850212,591.333313,-0.01942555606,
590.666626,0.0005598859279,590.666626,-0.01415033359,590.666626,-0.01607248932,590.666626,-0.01936312206,590.666626,-0.01924194396,
590,0.001088599791,590,-0.01385025773,590,-0.01583858766,590,-0.0193398986,590,-0.01915645041,
589.333313,0.001641862676,589.333313,-0.01354099158,589.333313,-0.01554387249,589.333313,-0.01913886331,589.333313,-0.01887081936,
588.666626,0.002128295833,588.666626,-0.01333670039,588.666626,-0.01539499033,588.666626,-0.01903169602,588.666626,-0.01889733784,
588,0.002649964299,588,-0.01297350693,588,-0.01511857472,588,-0.01890541799,588,-0.01870413125,
587.333313,0.003159092041,587.333313,-0.01284676231,587.333313,-0.01501230989,587.333313,-0.01870031282,587.333313,-0.01858162694,
586.666626,0.003797693644,586.666626,-0.01234515104,586.666626,-0.01471568272,586.666626,-0.01868305542,586.666626,-0.01852626726,
586,0.004106018692,586,-0.01227243058,586,-0.01472664252,586,-0.01860181615,586,-0.01847313158,
585.333313,0.004808776546,585.333313,-0.01184935682,585.333313,-0.01429783832,585.333313,-0.01821942069,585.333313,-0.01812309772,
584.666626,0.005532598123,584.666626,-0.01160147414,584.666626,-0.01403952111,584.666626,-0.01807105541,584.666626,-0.01785730757,
584,0.005992860068,584,-0.01120337751,584,-0.01381144207,584,-0.01786451228,584,-0.0177640859,
583.333313,0.006662403699,583.333313,-0.01087257918,583.333313,-0.01351725496,583.333313,-0.01779002696,583.333313,-0.01760244183,
582.666626,0.007234346122,582.666626,-0.01059508789,582.666626,-0.0133304745,582.666626,-0.01760800928,582.666626,-0.01749454625,
582,0.007810838055,582,-0.01039006282,582,-0.01306746155,582,-0.01737558097,582,-0.01721717417,
581.333313,0.008451887406,581.333313,-0.01010154001,581.333313,-0.01280323323,581.333313,-0.01722871885,581.333313,-0.0172341913,
580.666626,0.009289563634,580.666626,-0.009566816501,580.666626,-0.01242228597,580.666626,-0.01687937416,580.666626,-0.01681199111,
580,0.009860158898,580,-0.009391957894,580,-0.01222929638,580,-0.01675032824,580,-0.01677413657,
579.333313,0.0104481047,579.333313,-0.009046746418,579.333313,-0.01188033912,579.333313,-0.01671167091,579.333313,-0.01657340489,
578.666626,0.01109438855,578.666626,-0.008641274646,578.666626,-0.01165651623,578.666626,-0.01649804972,578.666626,-0.0164698381,
578,0.01182299946,578,-0.008163689636,578,-0.01147735398,578,-0.01619405672,578,-0.01615619846,
577.333313,0.0123891579,577.333313,-0.008003208786,577.333313,-0.01122138929,577.333313,-0.01614158228,577.333313,-0.01608970203,
576.666626,0.01314673293,576.666626,-0.007621078752,576.666626,-0.01085728034,576.666626,-0.01577229053,576.666626,-0.01586818695,
576,0.01370836888,576,-0.007309074514,576,-0.01073168404,576,-0.01571856812,576,-0.01579186134,
575.333313,0.01432030462,575.333313,-0.007050843444,575.333313,-0.01045344584,575.333313,-0.01551889535,575.333313,-0.01562583447,
574.666626,0.01508822758,574.666626,-0.006604446564,574.666626,-0.01010609232,574.666626,-0.01542327181,574.666626,-0.01533362456,
574,0.01580072939,574,-0.006320285145,574,-0.009823201224,574,-0.01512297522,574,-0.01515182387,
573.333313,0.01662385464,573.333313,-0.005859294441,573.333313,-0.009479497559,573.333313,-0.01476512663,573.333313,-0.01485969406,
572.666626,0.01711468957,572.666626,-0.005537127145,572.666626,-0.009193207137,572.666626,-0.01485048886,572.666626,-0.01467163861,
572,0.01802745834,572,-0.005187147763,572,-0.008817956783,572,-0.01442416012,572,-0.01445345674,
571.333313,0.01864092052,571.333313,-0.004788706079,571.333313,-0.008611178026,571.333313,-0.01434702985,571.333313,-0.01426567603,
570.666626,0.01927378587,570.666626,-0.004458415322,570.666626,-0.008329494856,570.666626,-0.01405616198,570.666626,-0.01416456513,
570,0.02011220343,570,-0.004162539262,570,-0.00787536148,570,-0.01380702853,570,-0.01379032806,
569.333313,0.0207762178,569.333313,-0.003462131368,569.333313,-0.007788515184,569.333313,-0.01362950448,569.333313,-0.01375065465,
568.666626,0.02136489004,568.666626,-0.003181764623,568.666626,-0.007483195513,568.666626,-0.01339739561,568.666626,-0.0133788716,
568,0.02211364917,568,-0.002806631848,568,-0.007061540615,568,-0.01328629069,568,-0.01321051363,
567.333313,0.02298792079,567.333313,-0.002428188687,567.333313,-0.00680142967,567.333313,-0.01310960855,567.333313,-0.01315506641,
566.666626,0.02360611223,566.666626,-0.001922070631,566.666626,-0.00653728703,566.666626,-0.01282253489,566.666626,-0.01283419691,
566,0.02442761138,566,-0.00153413706,566,-0.00606493745,566,-0.0125733465,566,-0.01258798223,
565.333313,0.02520320751,565.333313,-0.001108316006,565.333313,-0.005698930472,565.333313,-0.01226659305,565.333313,-0.01225833874,
564.666626,0.02591696009,564.666626,-0.0005862836842,564.666626,-0.005431303754,564.666626,-0.01217483077,564.666626,-0.01194315124,
564,0.02663447522,564,-0.0002743046207,564,-0.00514591299,564,-0.01182446908,564,-0.0118343439,
563.333313,0.02738430351,563.333313,0.000186289486,563.333313,-0.004702161998,563.333313,-0.01154476311,563.333313,-0.01153498236,
562.666626,0.02805777267,562.666626,0.0004760448937,562.666626,-0.00466528628,562.666626,-0.01153866295,562.666626,-0.01134845708,
562,0.02895774506,562,0.00108831434,562,-0.004080435261,562,-0.01111038215,562,-0.01112622768,
561.333313,0.02972703986,561.333313,0.001537912991,561.333313,-0.003777937032,561.333313,-0.01084218267,561.333313,-0.01088161767,
560.666626,0.03034946322,560.666626,0.001769280992,560.666626,-0.003482521046,560.666626,-0.01076865476,560.666626,-0.01075941231,
560,0.03118199669,560,0.002162374556,560,-0.003201499349,560,-0.01055648644,560,-0.0104974648,
559.333313,0.03182790056,559.333313,0.002526869997,559.333313,-0.00284433458,559.333313,-0.01035078522,559.333313,-0.01022367738,
558.666626,0.03255442157,558.666626,0.00295690191,558.666626,-0.002610864351,558.666626,-0.01012399793,558.666626,-0.0100525748,
558,0.03345501795,558,0.003654198488,558,-0.002102640923,558,-0.009787871502,558,-0.009682268836,
557.333313,0.03433745727,557.333313,0.004171719309,557.333313,-0.001515822485,557.333313,-0.009488767013,557.333313,-0.009484663606,
556.666626,0.03498945385,556.666626,0.004366108682,556.666626,-0.001571692526,556.666626,-0.009386283346,556.666626,-0.009342202917,
555.999939,0.03562000394,555.999939,0.004796003457,555.999939,-0.00119939947,555.999939,-0.009254889563,555.999939,-0.009134506807,
555.333313,0.03638645262,555.333313,0.005297907162,555.333313,-0.0008790256688,555.333313,-0.008918900974,555.333313,-0.008811513893,
554.666626,0.0373336859,554.666626,0.005754221696,554.666626,-0.0004746445047,554.666626,-0.008724652231,554.666626,-0.008546662517,
553.999939,0.03805679455,553.999939,0.006219419185,553.999939,-0.0002857905929,553.999939,-0.008481934667,553.999939,-0.008323704824,
553.333313,0.03872818127,553.333313,0.006744266488,553.333313,5.684930875E-005,553.333313,-0.008238726296,553.333313,-0.008026283234,
552.666626,0.03961619362,552.666626,0.007206183858,552.666626,0.0006294850027,552.666626,-0.008090520278,552.666626,-0.007827973925,
551.999939,0.0404468365,551.999939,0.007757365238,551.999939,0.0008647528011,551.999939,-0.007745034527,551.999939,-0.007546596695,
551.333313,0.04124067351,551.333313,0.008320171386,551.333313,0.001303033321,551.333313,-0.007462280337,551.333313,-0.007137327921,
550.666626,0.04183268547,550.666626,0.008635791019,550.666626,0.001621699543,550.666626,-0.007265444379,550.666626,-0.007010397036,
549.999939,0.04285679385,549.999939,0.009311381727,549.999939,0.002197808586,549.999939,-0.006908142474,549.999939,-0.006646970753,
549.333313,0.04371905699,549.333313,0.009814059362,549.333313,0.002559521468,549.333313,-0.006522751879,549.333313,-0.006240680348,
548.666626,0.0445888862,548.666626,0.01040939242,548.666626,0.002898577135,548.666626,-0.006253183354,548.666626,-0.005923647899,
