FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1260,0.0007025436498,1260,0.02606058307,1260,0.1009376496,1260,0.2091808915,1260,0.3068312705,
1259.333374,0.0007777669234,1259.333374,0.0261116568,1259.333374,0.1010277644,1259.333374,0.2092206478,1259.333374,0.3067626059,
1258.666626,0.0007837054436,1258.666626,0.026105389,1258.666626,0.1011164263,1258.666626,0.2093029171,1258.666626,0.3066728413,
1258,0.000816693122,1258,0.0261570178,1258,0.1011452451,1258,0.2093381733,1258,0.3066125214,
1257.333374,0.0007400369504,1257.333374,0.02613015659,1257.333374,0.1011586115,1257.333374,0.2093756497,1257.333374,0.3064939082,
1256.666626,0.0007148595178,1256.666626,0.02613771707,1256.666626,0.101221323,1256.666626,0.2093902826,1256.666626,0.3062893748,
1256,0.0007472974248,1256,0.0261863526,1256,0.1013432965,1256,0.2094763964,1256,0.3062107265,
1255.333374,0.0006923022447,1255.333374,0.02620095387,1255.333374,0.1013893932,1255.333374,0.209474057,1255.333374,0.3061233759,
1254.666626,0.0007356547867,1254.666626,0.02622512169,1254.666626,0.101448901,1254.666626,0.2095363289,1254.666626,0.3060306907,
1254,0.0007233382785,1254,0.02626183257,1254,0.1015665308,1254,0.2095716,1254,0.3058809042,
1253.333374,0.0007173746126,1253.333374,0.02625240013,1253.333374,0.1016582772,1253.333374,0.2096358985,1253.333374,0.3057951033,
1252.666626,0.0006984989159,1252.666626,0.02630058117,1252.666626,0.1017169356,1252.666626,0.2096526772,1252.666626,0.3057289422,
1252,0.0006847833865,1252,0.02628529072,1252,0.1017385349,1252,0.2097102702,1252,0.3055793345,
1251.333374,0.0007460527704,1251.333374,0.02636419795,1251.333374,0.1019162685,1251.333374,0.2097578049,1251.333374,0.3055129945,
1250.666626,0.0006801424897,1250.666626,0.02632203326,1250.666626,0.1018843204,1250.666626,0.2097739726,1250.666626,0.3053337634,
1250,0.0007234420045,1250,0.02639640868,1250,0.1020012498,1250,0.2098420709,1250,0.3053100705,
1249.333374,0.0007027510437,1249.333374,0.02642898075,1249.333374,0.1020493805,1249.333374,0.2098518908,1249.333374,0.3051798642,
1248.666626,0.000662072096,1248.666626,0.02643654495,1248.666626,0.1020778343,1248.666626,0.2099049836,1248.666626,0.3050456643,
1248,0.0007138742367,1248,0.02649209276,1248,0.102205947,1248,0.2100005299,1248,0.3049798906,
1247.333374,0.0006837981637,1247.333374,0.02642410994,1247.333374,0.1022278592,1247.333374,0.2099635452,1247.333374,0.3048681021,
1246.666626,0.0007105035475,1246.666626,0.02650653757,1246.666626,0.1023294479,1246.666626,0.2100658566,1246.666626,0.3048175573,
1246,0.0006861834554,1246,0.02650989592,1246,0.1024412215,1246,0.2100976855,1246,0.3046936095,
1245.333374,0.000715274422,1245.333374,0.02651559003,1245.333374,0.1025184095,1245.333374,0.2101370692,1245.333374,0.3046222925,
1244.666626,0.0007123185205,1244.666626,0.02658166178,1244.666626,0.1026072428,1244.666626,0.2101875097,1244.666626,0.3044837117,
1244,0.0007549988804,1244,0.02656093985,1244,0.1026942655,1244,0.2102205753,1244,0.3043777943,
1243.333374,0.0007121629897,1243.333374,0.02657315694,1243.333374,0.1027756929,1243.333374,0.2102495134,1243.333374,0.3042768538,
1242.666626,0.0006450134679,1242.666626,0.02657544054,1242.666626,0.1028820053,1242.666626,0.2103163451,1242.666626,0.3041771948,
1242,0.0006811277126,1242,0.02659633011,1242,0.102969341,1242,0.2103595734,1242,0.3040809035,
1241.333374,0.0006971506518,1241.333374,0.02660370432,1241.333374,0.1029983759,1241.333374,0.2103801668,1241.333374,0.304004699,
1240.666626,0.0006922503817,1240.666626,0.02663287893,1240.666626,0.1031161994,1240.666626,0.2104740441,1240.666626,0.303907007,
1240,0.0006629535346,1240,0.02663827315,1240,0.103178829,1240,0.2105122507,1240,0.3037497699,
1239.333374,0.000668812776,1239.333374,0.02661644667,1239.333374,0.1031744927,1239.333374,0.2105472684,1239.333374,0.3036087155,
1238.666626,0.0007402962656,1238.666626,0.02667939477,1238.666626,0.1032968313,1238.666626,0.2106364369,1238.666626,0.3035693765,
1238,0.0007064587553,1238,0.02670425177,1238,0.1033459529,1238,0.2106677145,1238,0.3034256399,
1237.333374,0.000688257569,1237.333374,0.02669538744,1237.333374,0.1034091786,1237.333374,0.2107134163,1237.333374,0.30330351,
1236.666626,0.0006700571976,1236.666626,0.02670174651,1236.666626,0.1034246832,1236.666626,0.2107256204,1236.666626,0.303183943,
1236,0.0006998471217,1236,0.02672916465,1236,0.1034970134,1236,0.2108027041,1236,0.3030666113,
1235.333374,0.0006280333037,1235.333374,0.02673731372,1235.333374,0.1034807861,1235.333374,0.2107762098,1235.333374,0.3029311299,
1234.666626,0.0006301071844,1234.666626,0.02675798908,1234.666626,0.1035341099,1234.666626,0.2108847797,1234.666626,0.3028136194,
1234,0.000662383216,1234,0.02682393044,1234,0.1035278663,1234,0.2109254599,1234,0.3027240932,
1233.333374,0.0006155124865,1233.333374,0.02678821981,1233.333374,0.1035693958,1233.333374,0.2109542787,1233.333374,0.3026197851,
1232.666626,0.0006625387468,1232.666626,0.02681333013,1232.666626,0.1036215723,1232.666626,0.2110231966,1232.666626,0.3025276065,
1232,0.0006685535191,1232,0.02684331499,1232,0.103620097,1232,0.2110930979,1232,0.3024404347,
1231.333374,0.0006815944216,1231.333374,0.02692282014,1231.333374,0.103691116,1231.333374,0.2111702561,1231.333374,0.3023719192,
1230.666626,0.0006233930471,1230.666626,0.02689282969,1230.666626,0.1037048846,1230.666626,0.2111707181,1230.666626,0.302213341,
1230,0.0006381694693,1230,0.02694981173,1230,0.1037956402,1230,0.2112775743,1230,0.3021636605,
1229.333374,0.0006734016933,1229.333374,0.02701093443,1229.333374,0.1038553789,1229.333374,0.2113257051,1229.333374,0.3021128476,
1228.666626,0.0006573796272,1228.666626,0.02701410279,1228.666626,0.1039000973,1228.666626,0.2114354968,1228.666626,0.3020374775,
1228,0.0006817759131,1228,0.02703914419,1228,0.1039839536,1228,0.2114831358,1228,0.301987052,
1227.333374,0.0006842130097,1227.333374,0.02709341794,1227.333374,0.1040002406,1227.333374,0.2115136832,1227.333374,0.3018338382,
1226.666626,0.0006868575583,1226.666626,0.02710157447,1226.666626,0.1040144786,1226.666626,0.2115286291,1226.666626,0.3017923832,
1226,0.0006777054514,1226,0.02710959315,1226,0.1040761843,1226,0.2116219252,1226,0.3016743362,
1225.333374,0.0007193452329,1225.333374,0.02717754431,1225.333374,0.1041703448,1225.333374,0.211683616,1225.333374,0.3016285002,
1224.666626,0.0007115925546,1224.666626,0.02721469291,1224.666626,0.104212001,1224.666626,0.2117577195,1224.666626,0.3015346825,
1224,0.0006612424622,1224,0.02720259503,1224,0.1042511314,1224,0.2117611319,1224,0.3013894856,
1223.333374,0.0006817759131,1223.333374,0.02726802602,1223.333374,0.104379788,1223.333374,0.2118588537,1223.333374,0.3013254106,
1222.666626,0.0006702127866,1222.666626,0.02729798853,1222.666626,0.1044011861,1222.666626,0.211953938,1222.666626,0.3012744784,
1222,0.0006096799043,1222,0.02728285454,1222,0.1044283137,1222,0.2119178325,1222,0.3011199236,
1221.333374,0.0005697872839,1221.333374,0.02722023241,1221.333374,0.1043983549,1221.333374,0.2119208276,1221.333374,0.3009527028,
1220.666626,0.0005731568672,1220.666626,0.02734755352,1220.666626,0.1044721678,1220.666626,0.2120360136,1220.666626,0.3008985221,
1220,0.0006572240382,1220,0.02745944075,1220,0.1045949385,1220,0.2122820318,1220,0.3008688092,
1219.333374,0.000670912792,1219.333374,0.02744248137,1219.333374,0.1046264246,1219.333374,0.212375015,1219.333374,0.3006964922,
1218.666626,0.0006704460829,1218.666626,0.0274918694,1218.666626,0.1046416759,1218.666626,0.2124907225,1218.666626,0.3006167412,
1218,0.0005590306246,1218,0.02749250457,1218,0.1046117619,1218,0.2125283033,1218,0.3004449904,
1217.333374,0.0006173270522,1217.333374,0.02755373158,1217.333374,0.1046925634,1217.333374,0.2126960754,1217.333374,0.3003514409,
1216.666626,0.000591612421,1216.666626,0.02758613974,1216.666626,0.1047208309,1216.666626,0.2127593607,1216.666626,0.3002741039,
1216,0.000596070895,1216,0.02761971019,1216,0.104707785,1216,0.2128439844,1216,0.3001218736,
1215.333374,0.0005370515864,1215.333374,0.02764743567,1215.333374,0.1047410294,1215.333374,0.2129524797,1215.333374,0.3000156879,
1214.666626,0.0005470301257,1214.666626,0.02769709565,1214.666626,0.1048131511,1214.666626,0.2130470872,1214.666626,0.2999535501,
1214,0.0005768893752,1214,0.02772388607,1214,0.1049386859,1214,0.2132059038,1214,0.2999078035,
1213.333374,0.0005494664656,1213.333374,0.02769651636,1213.333374,0.1049386188,1213.333374,0.213176474,1213.333374,0.2997494042,
1212.666626,0.0005400062655,1212.666626,0.02778707817,1212.666626,0.1049912944,1212.666626,0.2132884711,1212.666626,0.2996755242,
1212,0.0005458638188,1212,0.02776039392,1212,0.1050523818,1212,0.2133631408,1212,0.2995220721,
1211.333374,0.000568206131,1211.333374,0.02785245888,1211.333374,0.1051886976,1211.333374,0.2135343999,1211.333374,0.2994359732,
1210.666626,0.0005539763952,1210.666626,0.02787514776,1210.666626,0.1052514315,1210.666626,0.2136177421,1210.666626,0.2992896438,
1210,0.000586661452,1210,0.0279173255,1210,0.1053434685,1210,0.2136818022,1210,0.2992092073,
1209.333374,0.0005451898905,1209.333374,0.02790020965,1209.333374,0.1053913757,1209.333374,0.2137616575,1209.333374,0.2991233766,
1208.666626,0.0005668064696,1208.666626,0.02791166492,1208.666626,0.1054604724,1208.666626,0.2138468325,1208.666626,0.2990387678,
1208,0.0005575531977,1208,0.02794603445,1208,0.105499059,1208,0.2139182389,1208,0.298925966,
1207.333374,0.0005330343265,1207.333374,0.02795130759,1207.333374,0.1055433825,1207.333374,0.2139863223,1207.333374,0.2988093197,
1206.666626,0.0005488444585,1206.666626,0.02791332267,1206.666626,0.1056006551,1206.666626,0.2140162885,1206.666626,0.2986809015,
1206,0.0005189612275,1206,0.02798239328,1206,0.1056706756,1206,0.2141233236,1206,0.2985323071,
1205.333374,0.0005141407019,1205.333374,0.0279357098,1205.333374,0.1057084799,1205.333374,0.2140986621,1205.333374,0.2983939648,
1204.666626,0.0005443605478,1204.666626,0.02800851315,1204.666626,0.105732061,1204.666626,0.2141652852,1204.666626,0.298279345,
1204,0.0005005087587,1204,0.02795923129,1204,0.10577479,1204,0.2141658366,1204,0.2981239855,
1203.333374,0.0004743863828,1203.333374,0.02801400609,1203.333374,0.1058498919,1203.333374,0.2142143697,1203.333374,0.2980096936,
1202.666626,0.0005324123194,1202.666626,0.02803454921,1202.666626,0.1059504822,1202.666626,0.2143079042,1202.666626,0.2979511917,
1202,0.0005208272487,1202,0.02806671895,1202,0.1059475765,1202,0.2143069655,1202,0.2978396416,
1201.333374,0.0005934787332,1201.333374,0.02812520973,1201.333374,0.1060545966,1201.333374,0.2144189626,1201.333374,0.2978082597,
1200.666626,0.0005439458182,1200.666626,0.02811990678,1200.666626,0.1060784608,1200.666626,0.2144493759,1200.666626,0.297639519,
1200,0.0005393842002,1200,0.02814642154,1200,0.1061661467,1200,0.2144565433,1200,0.2975496352,
1199.333374,0.0004418652097,1199.333374,0.02820859663,1199.333374,0.105907768,1199.333374,0.2137756348,1199.333374,0.2965232134,
1198.666626,0.0004594859492,1198.666626,0.02822138555,1198.666626,0.1059328392,1198.666626,0.2137255371,1198.666626,0.2963010967,
1198,0.000464668643,1198,0.02826887369,1198,0.1059454978,1198,0.2137719542,1198,0.2961684465,
1197.333374,0.0004644613364,1197.333374,0.02824854106,1197.333374,0.1059941947,1197.333374,0.2137508988,1197.333374,0.296035409,
1196.666626,0.0004425907682,1196.666626,0.02827464789,1196.666626,0.1060090661,1196.666626,0.2137694061,1196.666626,0.2958742976,
1196,0.0004483174416,1196,0.0283046253,1196,0.1060951501,1196,0.2138206065,1196,0.2957680225,
1195.333374,0.000452929904,1195.333374,0.02832205966,1195.333374,0.1061413884,1195.333374,0.2138498724,1195.333374,0.2956361771,
1194.666626,0.0004264994932,1194.666626,0.02830628306,1194.666626,0.106157355,1194.666626,0.2139176577,1194.666626,0.2954564691,
1194,0.0004136217176,1194,0.02835353091,1194,0.1062660441,1194,0.2138945162,1194,0.2953828871,
1193.333374,0.0005518510006,1193.333374,0.02848248184,1193.333374,0.1063802615,1193.333374,0.2139912844,1193.333374,0.2953544557,
1192.666626,0.0004582939437,1192.666626,0.02834803239,1192.666626,0.1062434688,1192.666626,0.2139653563,1192.666626,0.2951085567,
1192,0.0004872659629,1192,0.02841067873,1192,0.1063756943,1192,0.2140379399,1192,0.2949915528,
1191.333374,0.0004340915766,1191.333374,0.028348336,1191.333374,0.1064421684,1191.333374,0.2140170038,1191.333374,0.2948639393,
1190.666626,0.0004111343005,1190.666626,0.02843718231,1190.666626,0.1065227166,1190.666626,0.214088276,1190.666626,0.2947284281,
1190,0.0004741790763,1190,0.02843289822,1190,0.1066088378,1190,0.2141130269,1190,0.2946502268,
1189.333374,0.0004790250678,1189.333374,0.02848438919,1189.333374,0.1066332236,1189.333374,0.2141449004,1189.333374,0.2945219278,
1188.666626,0.0004941335064,1188.666626,0.02848143317,1188.666626,0.1066951752,1188.666626,0.2142132819,1188.666626,0.2944276929,
1188,0.000422612793,1188,0.02851352468,1188,0.1067347527,1188,0.2142244279,1188,0.2942954898,
1187.333374,0.0004474882153,1187.333374,0.02851194888,1187.333374,0.106825389,1187.333374,0.2142482847,1187.333374,0.2941780686,
1186.666626,0.0004008479591,1186.666626,0.028438095,1186.666626,0.1068472043,1186.666626,0.2142886072,1186.666626,0.2940874696,
1186,0.0004520488728,1186,0.02857721783,1186,0.1069332585,1186,0.2144157439,1186,0.2940457463,
1185.333374,0.0004135698837,1185.333374,0.02854984812,1185.333374,0.1069816053,1185.333374,0.2143739313,1185.333374,0.2938937247,
1184.666626,0.0004157463845,1184.666626,0.0285531655,1184.666626,0.1070551276,1184.666626,0.2144878954,1184.666626,0.2937992811,
1184,0.00044409369,1184,0.02859117836,1184,0.1071318164,1184,0.2145200819,1184,0.2937468886,
1183.333374,0.0004493021115,1183.333374,0.02860201709,1183.333374,0.107209973,1183.333374,0.2145400196,1183.333374,0.2936803401,
1182.666626,0.000422612793,1182.666626,0.02858186141,1182.666626,0.10724473,1182.666626,0.2146128714,1182.666626,0.2935784459,
1182,0.0004092428426,1182,0.02863030136,1182,0.107353434,1182,0.2146548778,1182,0.2935506105,
1181.333374,0.0004340915766,1181.333374,0.02866281942,1181.333374,0.1074228436,1181.333374,0.2147158235,1181.333374,0.2934812605,
1180.666626,0.0003818823316,1180.666626,0.02866801806,1180.666626,0.1074322537,1180.666626,0.2147573233,1180.666626,0.2934157848,
1180,0.0004642021959,1180,0.02870258503,1180,0.1075723395,1180,0.2148494869,1180,0.2933886051,
1179.333374,0.0004552620812,1179.333374,0.02872172184,1179.333374,0.1075898856,1179.333374,0.2149140239,1179.333374,0.2933240235,
1178.666626,0.0004245820455,1178.666626,0.02870004065,1178.666626,0.1076455042,1178.666626,0.2148961425,1178.666626,0.2931863666,
1178,0.000429246109,1178,0.02878821269,1178,0.1076573431,1178,0.2149639577,1178,0.2931425273,
1177.333374,0.0004635284422,1177.333374,0.02878273465,1177.333374,0.1077238843,1177.333374,0.2150417119,1177.333374,0.2930292189,
1176.666626,0.0004692035727,1176.666626,0.02886793576,1176.666626,0.1077986658,1176.666626,0.215117529,1176.666626,0.293009907,
1176,0.0004594859492,1176,0.02883883193,1176,0.1078503951,1176,0.2151663452,1176,0.2929052711,
1175.333374,0.0004714321694,1175.333374,0.02892827801,1175.333374,0.1079095602,1175.333374,0.215203777,1175.333374,0.292881608,
1174.666626,0.0005116786342,1174.666626,0.02888791077,1174.666626,0.1079229712,1174.666626,0.2152827233,1174.666626,0.292830646,
1174,0.0004992648028,1174,0.02894321829,1174,0.1079734489,1174,0.2153260708,1174,0.2927447855,
1173.333374,0.0005154883256,1173.333374,0.02899164334,1173.333374,0.1080327034,1173.333374,0.2153928429,1173.333374,0.2926852703,
1172.666626,0.0005354447057,1172.666626,0.02902762033,1172.666626,0.1080471799,1172.666626,0.2154402435,1172.666626,0.2925769389,
1172,0.0005305980449,1172,0.02904195711,1172,0.1081440598,1172,0.2154856473,1172,0.2924905419,
1171.333374,0.0004945999826,1171.333374,0.02905759402,1171.333374,0.1081066057,1171.333374,0.2154988348,1171.333374,0.2923901975,
1170.666626,0.0005346930702,1170.666626,0.02909008786,1170.666626,0.1082152948,1170.666626,0.2155925035,1170.666626,0.2923069596,
1170,0.0005875946372,1170,0.02919650078,1170,0.1082402989,1170,0.2156941593,1170,0.2922826111,
1169.333374,0.0005612078239,1169.333374,0.0291945897,1169.333374,0.1082481071,1169.333374,0.2156914771,1169.333374,0.2921396494,
1168.666626,0.0006030956865,1168.666626,0.029253399,1168.666626,0.1083548367,1168.666626,0.2158002555,1168.666626,0.2921057045,
1168,0.0005582011654,1168,0.02922612429,1168,0.1083716452,1168,0.2158206254,1168,0.2919906974,
1167.333374,0.0005975224776,1167.333374,0.02930861525,1167.333374,0.1084341109,1167.333374,0.215902254,1167.333374,0.2919408083,
1166.666626,0.0005878019729,1166.666626,0.02933093719,1166.666626,0.1084380299,1166.666626,0.2158872634,1166.666626,0.2918119133,
1166,0.0005463043926,1166,0.0293324329,1166,0.1084528118,1166,0.2158533037,1166,0.2916130126,
1165.333374,0.0005752304569,1165.333374,0.02934159897,1165.333374,0.1085009649,1165.333374,0.2159381211,1165.333374,0.2916334867,
1164.666626,0.0006559796748,1164.666626,0.02939433418,1164.666626,0.1085545421,1164.666626,0.2160561234,1164.666626,0.2915622592,
1164,0.000598300132,1164,0.02939691022,1164,0.1085307449,1164,0.2160941362,1164,0.2914211452,
1163.333374,0.0006983951898,1163.333374,0.02944557928,1163.333374,0.1085646451,1163.333374,0.2161236405,1163.333374,0.2913339436,
1162.666626,0.0006131016416,1162.666626,0.02937735431,1162.666626,0.1085784063,1162.666626,0.2161125243,1162.666626,0.2911610305,
1162,0.0006150976988,1162,0.02941870876,1162,0.1085869446,1162,0.2161824405,1162,0.2910879552,
1161.333374,0.0006668423885,1161.333374,0.02949780039,1161.333374,0.1086739078,1161.333374,0.2162167281,1161.333374,0.2909721136,
1160.666626,0.0007321283338,1160.666626,0.02950253896,1160.666626,0.1086758077,1160.666626,0.2162812948,1160.666626,0.2908942997,
1160,0.0006845759926,1160,0.02947724424,1160,0.1086889729,1160,0.2162150294,1160,0.2906470597,
1159.333374,0.0007105554105,1159.333374,0.02945627272,1159.333374,0.1087445617,1159.333374,0.216235891,1159.333374,0.2905009389,
1158.666626,0.000733009947,1158.666626,0.02953298762,1158.666626,0.1088162586,1158.666626,0.216195941,1158.666626,0.29038167,
1158,0.0007388960221,1158,0.0295265317,1158,0.1087161675,1158,0.2161321938,1158,0.2901832163,
1157.333374,0.0007469863049,1157.333374,0.02943397313,1157.333374,0.1086707488,1157.333374,0.2159873247,1157.333374,0.2899319232,
1156.666626,0.0008215429261,1156.666626,0.02928355336,1156.666626,0.1084764451,1156.666626,0.2159570605,1156.666626,0.2896260619,
1156,0.0006959579769,1156,0.02922092006,1156,0.1086092815,1156,0.2157913595,1156,0.2891840041,
1155.333374,0.000596070895,1155.333374,0.02919038199,1155.333374,0.1084663048,1155.333374,0.215733707,1155.333374,0.288782537,
1154.666626,0.0008031295147,1154.666626,0.02941300347,1154.666626,0.1085785404,1154.666626,0.2156907469,1154.666626,0.2885610759,
1154,0.001287221676,1154,0.02967456914,1154,0.1088716686,1154,0.2159668505,1154,0.2886466384,
1153.333374,0.00109916192,1153.333374,0.0296212174,1153.333374,0.1090307832,1153.333374,0.2159588933,1153.333374,0.2889867127,
1152.666626,0.001192675438,1152.666626,0.02989275195,1152.666626,0.1095428988,1152.666626,0.2165700048,1152.666626,0.2893742919,
1152,0.001377815381,1152,0.03026713617,1152,0.1100152284,1152,0.2173563689,1152,0.2902078629,
1151.333374,0.001564852893,1151.333374,0.03063014895,1151.333374,0.1104545519,1151.333374,0.2177995592,1151.333374,0.2907135487,
1150.666626,0.001811025548,1150.666626,0.03079648502,1150.666626,0.1107549667,1150.666626,0.2181365043,1150.666626,0.2908074856,
1150,0.001783654559,1150,0.03093316965,1150,0.110951066,1150,0.2181886435,1150,0.2908591032,
1149.333374,0.001989797922,1149.333374,0.0311075747,1149.333374,0.1108884364,1149.333374,0.2180632353,1149.333374,0.2904836535,
1148.666626,0.002014295198,1148.666626,0.03104331531,1148.666626,0.1107576713,1148.666626,0.2179386616,1148.666626,0.2900795043,
