non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
807.333313,0.002247790573,807.333313,0.002972930903,807.333313,0.002175200032,807.333313,0.003437688109,807.333313,0.0124595603,
806.666626,0.002169528743,806.666626,0.003083715914,806.666626,0.002151864348,806.666626,0.003359576454,806.666626,0.01242498308,
806,0.001990006072,806,0.002967639826,806,0.002038117731,806,0.003290686291,806,0.01243691705,
805.333313,0.002153477399,805.333313,0.002856493462,805.333313,0.002135995775,805.333313,0.003375333501,805.333313,0.01243422646,
804.666626,0.00201489334,804.666626,0.002949969145,804.666626,0.001941743772,804.666626,0.003287321655,804.666626,0.01246829797,
804,0.002152983099,804,0.002866785973,804,0.002040302381,804,0.003423990216,804,0.01268120296,
803.333313,0.002222057432,803.333313,0.002976319054,803.333313,0.002064074157,803.333313,0.003464928595,803.333313,0.01263458934,
802.666626,0.002194868634,802.666626,0.002860115375,802.666626,0.002014945494,802.666626,0.003527243854,802.666626,0.01264932659,
802,0.001962649869,802,0.002789272228,802,0.002057389822,802,0.003438496962,802,0.01250314433,
801.333313,0.002111361595,801.333313,0.002909105271,801.333313,0.002094610129,801.333313,0.003449090291,801.333313,0.01264279801,
800.666626,0.00228445488,800.666626,0.00292703486,800.666626,0.00212158449,800.666626,0.003429025644,800.666626,0.01290645171,
800,0.002077755285,800,0.00285253278,800,0.001996897394,800,0.003465685295,800,0.01289869193,
799.333313,0.002197782509,799.333313,0.002853913931,799.333313,0.002105222782,799.333313,0.004263413139,799.333313,0.01301121153,
798.666626,0.002109176712,798.666626,0.002787292236,798.666626,0.001865434693,798.666626,0.004206402693,798.666626,0.0131349396,
798,0.002061291132,798,0.002712423215,798,0.001858779462,798,0.004147544038,798,0.01302233525,
797.333313,0.002242170274,797.333313,0.002874785801,797.333313,0.002235821448,797.333313,0.004445996601,797.333313,0.01324970927,
796.666626,0.002122859238,796.666626,0.002874681493,796.666626,0.002051303862,796.666626,0.004279516637,796.666626,0.01333642658,
796,0.002236862201,796,0.002894720528,796,0.002115731826,796,0.00447622966,796,0.01340610161,
795.333313,0.00210441649,795.333313,0.002727114828,795.333313,0.001886259066,795.333313,0.004324012902,795.333313,0.01338226162,
794.666626,0.002235274995,794.666626,0.002884427318,794.666626,0.002055257093,794.666626,0.004698937293,794.666626,0.01365389861,
794,0.002092867391,794,0.002725681989,794,0.00198704144,794,0.004529613536,794,0.0136426799,
793.333313,0.002081292681,793.333313,0.002684396459,793.333313,0.002004256938,793.333313,0.004561552778,793.333313,0.01363493316,
792.666626,0.002148378408,792.666626,0.00269734161,792.666626,0.001938207541,792.666626,0.004507118836,792.666626,0.01365531422,
792,0.001921202638,792,0.00261496217,792,0.002043995541,792,0.004559120163,792,0.01370874327,
791.333313,0.002015803708,791.333313,0.002762308344,791.333313,0.001896580681,791.333313,0.004532804713,791.333313,0.01387981325,
790.666626,0.002105301013,790.666626,0.002770436462,790.666626,0.002018664265,790.666626,0.004670834169,790.666626,0.01393335033,
790,0.002151812427,790,0.002749204868,790,0.002113806782,790,0.004872253165,790,0.01411964465,
789.333313,0.002056999831,789.333313,0.002793258289,789.333313,0.002037519589,789.333313,0.004872829188,789.333313,0.01414542366,
788.666626,0.002064230386,788.666626,0.002815065207,788.666626,0.002036115155,788.666626,0.004772421904,788.666626,0.01418628916,
788,0.002153477399,788,0.002724900609,788,0.002108084271,788,0.004747559316,788,0.01432054583,
787.333313,0.002115835901,787.333313,0.002803132404,787.333313,0.002223852556,787.333313,0.004788989201,787.333313,0.01434486546,
786.666626,0.002034658799,786.666626,0.002668091562,786.666626,0.002084856154,786.666626,0.004803724587,786.666626,0.01432100032,
786,0.001930433093,786,0.002540331334,786,0.00197840808,786,0.004800898023,786,0.01435746718,
785.333313,0.002060536994,785.333313,0.002550876699,785.333313,0.001958021196,785.333313,0.004763052333,785.333313,0.01442238223,
784.666626,0.002021785127,784.666626,0.002689345274,784.666626,0.002063033869,784.666626,0.004985828418,784.666626,0.01460406743,
784,0.001842037658,784,0.002689866116,784,0.002075466327,784,0.004925764631,784,0.0147063192,
783.333313,0.002141796984,783.333313,0.002743030898,783.333313,0.002188182203,783.333313,0.005007012282,783.333313,0.0148262186,
782.666626,0.001887585036,782.666626,0.002645068103,782.666626,0.001975157531,782.666626,0.004752008244,782.666626,0.01481145993,
782,0.001897282666,782,0.002643791959,782,0.002078847727,782,0.004911862314,782,0.01488986425,
781.333313,0.002108864486,781.333313,0.002662778366,781.333313,0.002110035159,781.333313,0.004907961469,781.333313,0.0149454549,
780.666626,0.0020142172,780.666626,0.002637879923,780.666626,0.002115185373,780.666626,0.00494801905,780.666626,0.01505472697,
780,0.00225580507,780,0.002876896411,780,0.002277480904,780,0.005135657731,780,0.01520791091,
779.333313,0.002097419463,779.333313,0.002730370965,779.333313,0.002247322351,779.333313,0.005159468856,779.333313,0.01524946559,
778.666626,0.002052136231,778.666626,0.002805946162,778.666626,0.002187063452,778.666626,0.005112005398,778.666626,0.01533628907,
778,0.00193097908,778,0.002588920528,778,0.002075466327,778,0.00492364401,778,0.01534162555,
777.333313,0.002175876638,777.333313,0.002624858171,777.333313,0.002250210615,777.333313,0.005098359194,777.333313,0.01553737838,
776.666626,0.001895644702,776.666626,0.002741337754,776.666626,0.002046336187,776.666626,0.005128900055,776.666626,0.01537613943,
776,0.002056635683,776,0.002701691585,776,0.002144138096,776,0.005214953795,776,0.0155964056,
775.333313,0.002000642242,775.333313,0.002613816177,775.333313,0.002185970778,775.333313,0.005124656484,775.333313,0.01564577967,
774.666626,0.002034164499,774.666626,0.002590352902,774.666626,0.002225804143,774.666626,0.005079501774,774.666626,0.01571174711,
774,0.001978928223,774,0.002542752773,774,0.002183343284,774,0.005044355523,774,0.01584030129,
773.333313,0.00207765121,773.333313,0.002587904921,773.333313,0.002099344274,773.333313,0.005096630659,773.333313,0.01601887308,
772.666626,0.002010836499,772.666626,0.002632905496,772.666626,0.00218329113,772.666626,0.005103519186,772.666626,0.01598753035,
772,0.002052474301,772,0.002814257517,772,0.00224797288,772,0.005159154534,772,0.01619241387,
771.333313,0.002056609606,771.333313,0.002618764294,771.333313,0.002292391844,771.333313,0.005184459966,771.333313,0.01625626162,
770.666626,0.001911972533,770.666626,0.002641968895,770.666626,0.00222723512,770.666626,0.005072220694,770.666626,0.01628609188,
770,0.002074894262,770,0.002723285463,770,0.002272562589,770,0.005220219959,770,0.01645420119,
769.333313,0.002004439011,769.333313,0.002524682786,769.333313,0.002128373832,769.333313,0.005231380928,769.333313,0.01635884866,
768.666626,0.001994608901,768.666626,0.002452332294,768.666626,0.002115887823,768.666626,0.005037022755,768.666626,0.01650399528,
768,0.002068807837,768,0.002591785043,768,0.002184565878,768,0.005266359076,768,0.0166598428,
767.333313,0.001938493573,767.333313,0.002409380628,767.333313,0.002166198799,767.333313,0.005140922964,767.333313,0.01651571877,
766.666626,0.002028807066,766.666626,0.002495053923,766.666626,0.002190992003,766.666626,0.005240655504,766.666626,0.01673225872,
766,0.002083165338,766,0.002478235401,766,0.002214459935,766,0.005305951461,766,0.01672900468,
765.333313,0.002037285361,765.333313,0.002530645346,765.333313,0.002164221602,765.333313,0.005203793291,765.333313,0.01686961949,
764.666626,0.002046830487,764.666626,0.002446969738,764.666626,0.002194348257,764.666626,0.005266909022,764.666626,0.01701431908,
764,0.001948842313,764,0.002397901611,764,0.002104312414,764,0.005162009504,764,0.01709419861,
763.333313,0.001914650551,763.333313,0.002482244745,763.333313,0.002166224644,763.333313,0.005174190737,763.333313,0.01713375375,
762.666626,0.001942419796,762.666626,0.002387646353,762.666626,0.002149289008,762.666626,0.005183752626,762.666626,0.01706646569,
762,0.001981060486,762,0.002494142624,762,0.00220623822,762,0.005175081547,762,0.01729386672,
761.333313,0.001773335622,761.333313,0.00237975968,761.333313,0.002118177013,761.333313,0.00515320804,761.333313,0.01732931845,
760.666626,0.001996585401,760.666626,0.002452670829,760.666626,0.002115159528,760.666626,0.00514081819,760.666626,0.017366983,
760,0.001988757867,760,0.002425493672,760,0.002142161131,760,0.005249013659,760,0.01754879951,
759.333313,0.00192112464,759.333313,0.002514892956,759.333313,0.002205691766,759.333313,0.005218124017,759.333313,0.01771448553,
758.666626,0.001862029079,758.666626,0.002402482787,758.666626,0.002132588066,758.666626,0.005110564642,758.666626,0.01767016016,
758,0.001890652929,758,0.002414925257,758,0.002142707352,758,0.005035320763,758,0.01767504029,
757.333313,0.001814040821,757.333313,0.002336554928,757.333313,0.002097887686,757.333313,0.005065228324,757.333313,0.01769677177,
756.666626,0.001909710467,756.666626,0.002434942871,756.666626,0.002120101824,756.666626,0.005078008864,756.666626,0.01787740365,
756,0.002028208924,756,0.002435515635,756,0.002206160221,756,0.005238559563,756,0.0180957038,
755.333313,0.001828883891,755.333313,0.002393606817,755.333313,0.002065036446,755.333313,0.00507067563,755.333313,0.01792819798,
754.666626,0.002010836499,754.666626,0.00235149404,754.666626,0.002143045655,754.666626,0.005126332864,754.666626,0.01826311089,
754,0.001940053655,754,0.002482036594,754,0.002242742805,754,0.005191506818,754,0.01832342893,
753.333313,0.001884829137,753.333313,0.002301395871,753.333313,0.002129388507,753.333313,0.005054778419,753.333313,0.01816849411,
752.666626,0.001977653941,752.666626,0.002452827059,752.666626,0.00219398411,752.666626,0.005198684987,752.666626,0.01837665215,
752,0.001943797921,752,0.002427341882,752,0.002088809852,752,0.005094090011,752,0.01842366904,
751.333313,0.001872948022,751.333313,0.002410812303,751.333313,0.002157978015,751.333313,0.005013847258,751.333313,0.01846718043,
750.666626,0.001900454634,750.666626,0.002357636113,750.666626,0.002139273565,750.666626,0.005011726171,750.666626,0.01853660308,
750,0.001859871321,750,0.002386162523,750,0.002137894742,750,0.004946840927,750,0.01866891421,
749.333313,0.001974299317,749.333313,0.002442127792,749.333313,0.002095390577,749.333313,0.005022750702,749.333313,0.01870712638,
748.666626,0.001938415458,748.666626,0.002337517915,748.666626,0.002100410638,748.666626,0.00492730923,748.666626,0.01871288382,
748,0.001774765202,748,0.002248701407,748,0.002032083925,748,0.004915920552,748,0.01873823442,
747.333313,0.001948504359,747.333313,0.002455299953,747.333313,0.002143253805,747.333313,0.005036865827,747.333313,0.0189922303,
746.666626,0.001863978803,746.666626,0.002409432782,746.666626,0.002133758739,746.666626,0.004993186332,746.666626,0.01901221462,
746,0.001939273556,746,0.002503645606,746,0.002163388999,746,0.004932362121,746,0.0190992523,
745.333313,0.001920240698,745.333313,0.002490393585,745.333313,0.002224841388,745.333313,0.004985592794,745.333313,0.01921634004,
744.666626,0.001772919786,744.666626,0.002256247448,744.666626,0.00192603888,744.666626,0.004765329417,744.666626,0.0190413706,
744,0.001900168601,744,0.002363258041,744,0.002115523675,744,0.00486683473,744,0.01910839602,
743.333313,0.001877757604,743.333313,0.002436713083,743.333313,0.002124263905,743.333313,0.004862174857,743.333313,0.01929811388,
742.666626,0.001867020503,742.666626,0.002405163832,742.666626,0.002099734498,742.666626,0.004790585488,742.666626,0.0193405766,
742,0.001762367203,742,0.002326301066,742,0.002008339856,742,0.00472432049,742,0.01939812116,
741.333313,0.001940105576,741.333313,0.002384418622,741.333313,0.002175954636,741.333313,0.004835919943,741.333313,0.01957177185,
740.666626,0.001799432328,740.666626,0.002345481887,740.666626,0.002099422272,740.666626,0.004765931517,740.666626,0.01961986721,
740,0.001784616266,740,0.002322423272,740,0.002044099616,740,0.004737483803,740,0.0195719339,
739.333313,0.00183746242,739.333313,0.002357766265,739.333313,0.00208295742,739.333313,0.004766742699,739.333313,0.01963099837,
738.666626,0.001839671982,738.666626,0.002380930819,738.666626,0.001982906833,738.666626,0.004780770745,738.666626,0.01976272278,
738,0.001906538499,738,0.002361774445,738,0.002103792271,738,0.004743241239,738,0.01989838853,
737.333313,0.001842895523,737.333313,0.002263012808,737.333313,0.002016999992,737.333313,0.004692997318,737.333313,0.01992321201,
736.666626,0.001880201511,736.666626,0.002366277156,736.666626,0.002095962875,736.666626,0.00469781179,736.666626,0.02003941126,
736,0.00191132247,736,0.002370103262,736,0.002006363356,736,0.004778389353,736,0.02018012665,
735.333313,0.001839905977,735.333313,0.002288202057,735.333313,0.001995389117,735.333313,0.004686036613,735.333313,0.02001986653,
734.666626,0.001803877181,734.666626,0.002330777235,734.666626,0.002049587201,734.666626,0.004656992387,734.666626,0.0201319959,
734,0.001870998181,734,0.002358104801,734,0.00204584212,734,0.004743476864,734,0.02022058703,
733.333313,0.001891302876,733.333313,0.002334316727,733.333313,0.001987301512,733.333313,0.004665601067,733.333313,0.02034782432,
732.666626,0.001809673849,732.666626,0.002268217038,732.666626,0.001947776298,732.666626,0.004631744232,732.666626,0.02037085593,
732,0.001819057856,732,0.002229759004,732,0.001905264566,732,0.004547950346,732,0.02032368071,
731.333313,0.001811415423,731.333313,0.002225491917,731.333313,0.001950532547,731.333313,0.004585149232,731.333313,0.02046090737,
730.666626,0.001843493432,730.666626,0.002286276314,730.666626,0.002036037156,730.666626,0.004617302213,730.666626,0.02047333494,
730,0.001868320396,730,0.002352795331,730,0.002144320402,730,0.004676904529,730,0.0206461139,
729.333313,0.001821605256,729.333313,0.002279458568,729.333313,0.001978928223,729.333313,0.004560402129,729.333313,0.02068640105,
728.666626,0.00181716017,728.666626,0.002251355443,728.666626,0.002083399566,728.666626,0.004568642005,728.666626,0.02067966759,
728,0.001757714781,728,0.002235066844,728,0.001893356792,728,0.004451148678,728,0.02066685446,
727.333313,0.001876613707,727.333313,0.002281097928,727.333313,0.002076948993,727.333313,0.004566967953,727.333313,0.0207762178,
726.666626,0.001805280917,726.666626,0.00229902775,726.666626,0.002022825414,726.666626,0.004571885802,726.666626,0.02090785652,
726,0.001833927003,726,0.002276986372,726,0.002074686112,726,0.004487057682,726,0.02086295746,
725.333313,0.001806320623,725.333313,0.002258537104,725.333313,0.002039288171,725.333313,0.004454129841,725.333313,0.02099500224,
724.666626,0.001709634205,724.666626,0.002144606551,724.666626,0.001878693583,724.666626,0.004425886087,724.666626,0.02100902051,
724,0.001761405612,724,0.002176735085,724,0.001978512155,724,0.004444479942,724,0.02109830827,
723.333313,0.001811649418,723.333313,0.002137608593,723.333313,0.001930433093,723.333313,0.004485410172,723.333313,0.02111828141,
722.666626,0.001699888846,722.666626,0.002202830045,722.666626,0.001896762638,722.666626,0.004364409018,722.666626,0.02111347206,
722,0.001775700948,722,0.002231918508,722,0.001984181115,722,0.004464277532,722,0.02119024843,
721.333313,0.001805150881,721.333313,0.002240661066,721.333313,0.002000902314,721.333313,0.004465951119,721.333313,0.02128547244,
720.666626,0.001844221377,720.666626,0.00216359715,720.666626,0.00200072024,720.666626,0.00444842875,720.666626,0.02134050056,
720,0.001675851061,720,0.002174263587,720,0.001895254711,720,0.004400284961,720,0.02134303004,
719.333313,0.001705580158,719.333313,0.002195935231,719.333313,0.00202142098,719.333313,0.004424368963,719.333313,0.02150959894,
718.666626,0.001821527258,718.666626,0.002109956928,718.666626,0.001951806596,718.666626,0.00440462539,718.666626,0.02141750976,
718,0.001779235899,718,0.002149731154,718,0.001903704484,718,0.004368200433,718,0.02150747739,
717.333313,0.001724603586,717.333313,0.002099500271,717.333313,0.00181349495,717.333313,0.004344093148,717.333313,0.02155312151,
