non-imine polymer t=48hrs FeCl3 0uM,,non-imine polymer t=48hrs FeCl3 5uM,,non-imine polymer t=48hrs FeCl3 20uM,,non-imine polymer t=48hrs FeCl3 50uM,,non-imine polymer t=48hrs FeCl3 100uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
455.333313,0.6506588459,455.333313,0.7121643424,455.333313,0.5624420643,455.333313,0.2413945198,455.333313,0.1681182832,
454.666626,0.6466368437,454.666626,0.7093010545,454.666626,0.5648121834,454.666626,0.2443500459,454.666626,0.1706314534,
453.9999695,0.6426289082,453.9999695,0.7062991858,453.9999695,0.5671534538,453.9999695,0.2473298162,453.9999695,0.1732323021,
453.333313,0.6385620832,453.333313,0.7032464147,453.333313,0.5694203377,453.333313,0.250451982,453.333313,0.1759373993,
452.666626,0.6344957948,452.666626,0.7001222968,452.666626,0.571447134,452.666626,0.2535013855,452.666626,0.1786018312,
451.9999695,0.6302886009,451.9999695,0.6969791055,451.9999695,0.5733843446,451.9999695,0.2566321492,451.9999695,0.1813798696,
451.333313,0.626255095,451.333313,0.6938289404,451.333313,0.5752258897,451.333313,0.2597848177,451.333313,0.1841130853,
450.666626,0.6219192147,450.666626,0.6903432012,450.666626,0.5767698884,450.666626,0.2627427876,450.666626,0.1869103909,
449.9999695,0.617690146,449.9999695,0.6868966222,449.9999695,0.5783563852,449.9999695,0.2659228146,449.9999695,0.1899353564,
449.333313,0.6133943796,449.333313,0.6834978461,449.333313,0.5798515677,449.333313,0.2691342235,449.333313,0.1929257512,
448.666626,0.609098196,448.666626,0.6799650788,448.666626,0.5812755227,448.666626,0.2723028064,448.666626,0.1958992332,
447.9999695,0.6048157811,447.9999695,0.6763944626,447.9999695,0.5822372437,447.9999695,0.2753331959,447.9999695,0.198793754,
447.333313,0.6004396081,447.333313,0.6727578044,447.333313,0.5835111737,447.333313,0.2786991894,447.333313,0.2020159364,
446.666626,0.5960394144,446.666626,0.6691534519,446.666626,0.5844822526,446.666626,0.2817765176,446.666626,0.2050955445,
445.9999695,0.5916846395,445.9999695,0.6653326154,445.9999695,0.5854113698,445.9999695,0.2850314379,445.9999695,0.2084665298,
445.333313,0.5873305202,445.333313,0.6617150307,445.333313,0.586289227,445.333313,0.2882418334,445.333313,0.2116172463,
444.666626,0.5829439163,444.666626,0.6578775644,444.666626,0.5871096849,444.666626,0.2914734185,444.666626,0.2149405628,
443.9999695,0.5784622431,443.9999695,0.6540259123,443.9999695,0.5878478885,443.9999695,0.2947439551,443.9999695,0.2182428092,
443.333313,0.5740118027,443.333313,0.6502044201,443.333313,0.5885895491,443.333313,0.2980544865,443.333313,0.2216915488,
442.666626,0.5695168376,442.666626,0.6463922858,442.666626,0.5892003775,442.666626,0.301333338,442.666626,0.2251391858,
441.9999695,0.5651342273,441.9999695,0.6425081491,441.9999695,0.5897204876,441.9999695,0.3044413328,441.9999695,0.228564471,
441.333313,0.5607239008,441.333313,0.6386275887,441.333313,0.5902149677,441.333313,0.3076574802,441.333313,0.2319938391,
440.666626,0.5563054085,440.666626,0.6346693039,440.666626,0.5906274915,440.666626,0.3107841611,440.666626,0.235502556,
439.9999695,0.5520575047,439.9999695,0.6308578849,439.9999695,0.5910853744,439.9999695,0.314122349,439.9999695,0.2391320914,
439.333313,0.5476653576,439.333313,0.6269773841,439.333313,0.591501534,439.333313,0.3171726167,439.333313,0.2426022291,
438.666626,0.5432510972,438.666626,0.6229286194,438.666626,0.5917041898,438.666626,0.3202534616,438.666626,0.246036008,
437.9999695,0.5390614271,437.9999695,0.619135499,437.9999695,0.5919645429,437.9999695,0.3232768178,437.9999695,0.2495251,
437.333313,0.5345684886,437.333313,0.6150403023,437.333313,0.5921707153,437.333313,0.3262930214,437.333313,0.2530270815,
436.666626,0.5302882195,436.666626,0.6111953855,436.666626,0.5923668146,436.666626,0.3294271529,436.666626,0.2564867735,
435.9999695,0.5260418653,435.9999695,0.6072590947,435.9999695,0.5925908685,435.9999695,0.332232058,435.9999695,0.259935081,
435.333313,0.5217686892,435.333313,0.6032697558,435.333313,0.5925752521,435.333313,0.3353143334,435.333313,0.2632365823,
434.666626,0.517611742,434.666626,0.5994561911,434.666626,0.5926322937,434.666626,0.338196367,434.666626,0.2665342391,
433.9999695,0.5132501125,433.9999695,0.5954507589,433.9999695,0.5924819112,433.9999695,0.3408839405,433.9999695,0.2697884738,
433.333313,0.509242177,433.333313,0.591711998,433.333313,0.5925217271,433.333313,0.3435212672,433.333313,0.2730689645,
432.666626,0.5048485994,432.666626,0.5876306891,432.666626,0.5922552347,432.666626,0.345911473,432.666626,0.2761881053,
431.9999695,0.5007235408,431.9999695,0.5836991668,431.9999695,0.5918442607,431.9999695,0.3483047187,431.9999695,0.2791850269,
431.333313,0.4965141714,431.333313,0.5797112584,431.333313,0.5913796425,431.333313,0.3504824042,431.333313,0.2820845842,
430.666626,0.4924119115,430.666626,0.5757761598,430.666626,0.5909578204,430.666626,0.3527292311,430.666626,0.2850731611,
429.9999695,0.4883763194,429.9999695,0.5720294118,429.9999695,0.5903667808,429.9999695,0.3549723327,429.9999695,0.288010776,
429.333313,0.4843120873,429.333313,0.5680276752,429.333313,0.5897821188,429.333313,0.3570539951,429.333313,0.2908514738,
428.666626,0.4801889658,428.666626,0.5639798045,428.666626,0.5888810158,428.666626,0.3588583767,428.666626,0.2934343517,
427.9999695,0.4760340452,427.9999695,0.5599216819,427.9999695,0.5878620148,427.9999695,0.3606601357,427.9999695,0.2959637344,
427.333313,0.471924454,427.333313,0.5559162498,427.333313,0.5868028402,427.333313,0.3623581231,427.333313,0.29859218,
426.666626,0.4678311646,426.666626,0.5518663526,426.666626,0.5857059956,426.666626,0.3640228212,426.666626,0.301179409,
425.9999695,0.4637020528,425.9999695,0.5476933122,425.9999695,0.5843105316,425.9999695,0.3656401634,425.9999695,0.3036056757,
425.333313,0.4596852958,425.333313,0.5436909795,425.333313,0.5828669071,425.333313,0.3671520948,425.333313,0.3059780598,
424.666626,0.4556467533,424.666626,0.53957057,424.666626,0.581359148,424.666626,0.3685207367,424.666626,0.3082403541,
423.9999695,0.4514111876,423.9999695,0.5353252888,423.9999695,0.5797170997,423.9999695,0.3698260188,423.9999695,0.3106297851,
423.333313,0.4473354518,423.333313,0.5312248468,423.333313,0.5778544545,423.333313,0.3711552024,423.333313,0.3129647076,
422.666626,0.4431312382,422.666626,0.5268409252,422.666626,0.5758003592,422.666626,0.3723324835,422.666626,0.3151639998,
421.9999695,0.4390834868,421.9999695,0.5226604939,421.9999695,0.573702991,421.9999695,0.3735141456,421.9999695,0.317345798,
421.333313,0.435158968,421.333313,0.5185579062,421.333313,0.5718172193,421.333313,0.3746577203,421.333313,0.319599539,
420.666626,0.4310061038,420.666626,0.5142968297,420.666626,0.5694748163,420.666626,0.3756630123,420.666626,0.3218436837,
419.9999695,0.4268782437,419.9999695,0.5099730492,419.9999695,0.5671538711,419.9999695,0.3766435087,419.9999695,0.3239500523,
419.333313,0.4227859676,419.333313,0.5056325793,419.333313,0.5647526383,419.333313,0.3777030706,419.333313,0.3261609375,
418.666626,0.4188594818,418.666626,0.5014806986,418.666626,0.562386632,418.666626,0.378736496,418.666626,0.3283230364,
417.9999695,0.414926827,417.9999695,0.49731493,417.9999695,0.5599485636,417.9999695,0.379699856,417.9999695,0.3306707442,
417.333313,0.4108753502,417.333313,0.4929110706,417.333313,0.5574066639,417.333313,0.3806562424,417.333313,0.3329464495,
416.666626,0.4069698751,416.666626,0.4888144135,416.666626,0.5549196005,416.666626,0.3817282021,416.666626,0.3353615403,
415.9999695,0.4030082226,415.9999695,0.4846155643,415.9999695,0.5523399711,415.9999695,0.3827362657,415.9999695,0.338005513,
415.333313,0.3992084563,415.333313,0.4803901017,415.333313,0.5498232245,415.333313,0.3836548328,415.333313,0.3406108618,
414.666626,0.395445019,414.666626,0.4764138758,414.666626,0.5471550226,414.666626,0.3846998215,414.666626,0.3430809081,
413.9999695,0.3916857541,413.9999695,0.4721729457,413.9999695,0.544595778,413.9999695,0.385617137,413.9999695,0.3455266953,
413.333313,0.3877691627,413.333313,0.4679166377,413.333313,0.5417435765,413.333313,0.3863834739,413.333313,0.3478561044,
412.666626,0.3841083646,412.666626,0.4639272988,412.666626,0.5391985178,412.666626,0.3874876201,412.666626,0.3504817188,
411.9999695,0.3806081712,411.9999695,0.4600400329,411.9999695,0.5367364883,411.9999695,0.3885408342,411.9999695,0.353184104,
411.333313,0.3771074116,411.333313,0.4561158717,411.333313,0.5340716839,411.333313,0.3895317912,411.333313,0.3557014167,
410.666626,0.3734419048,410.666626,0.4520150125,410.666626,0.531416297,410.666626,0.3904123306,410.666626,0.3583072722,
409.9999695,0.3698970377,409.9999695,0.4480110109,409.9999695,0.5286983252,409.9999695,0.3912416995,409.9999695,0.3608619869,
409.333313,0.3663664758,409.333313,0.4440764487,409.333313,0.5260028839,409.333313,0.3921862543,409.333313,0.363416791,
408.666626,0.362958014,408.666626,0.4401941001,408.666626,0.5233790278,408.666626,0.3931028843,408.666626,0.3661509752,
407.9999695,0.3598775268,407.9999695,0.4365645349,407.9999695,0.520847857,407.9999695,0.3939509988,407.9999695,0.3688115478,
407.333313,0.356333077,407.333313,0.432679683,407.333313,0.5181652308,407.333313,0.3947049677,407.333313,0.3712914884,
406.666626,0.353002876,406.666626,0.4288244843,406.666626,0.5154237747,406.666626,0.3953416944,406.666626,0.3738465011,
405.9999695,0.3496571481,405.9999695,0.4250382781,405.9999695,0.5127226114,405.9999695,0.3959052563,405.9999695,0.3763625324,
405.333313,0.3464661837,405.333313,0.4213858843,405.333313,0.5099685788,405.333313,0.3965462148,405.333313,0.3790091276,
404.666626,0.3433983922,404.666626,0.4178026319,404.666626,0.5073215961,404.666626,0.3971731067,404.666626,0.3815382123,
403.9999695,0.3400296569,403.9999695,0.413903296,403.9999695,0.5042185187,403.9999695,0.3974714279,403.9999695,0.3838603795,
403.333313,0.3366588652,403.333313,0.4100135267,403.333313,0.5012279749,403.333313,0.3977082968,403.333313,0.3863209486,
402.666626,0.3333746195,402.666626,0.4062197208,402.666626,0.498149693,402.666626,0.3978242874,402.666626,0.3887377977,
401.9999695,0.3300307393,401.9999695,0.4025208354,401.9999695,0.4951293766,401.9999695,0.398101449,401.9999695,0.3912345767,
401.333313,0.3265522122,401.333313,0.3987757862,401.333313,0.4920076132,401.333313,0.3980541229,401.333313,0.39338395,
400.666626,0.3233840466,400.666626,0.3950309753,400.666626,0.4888424277,400.666626,0.3979328573,400.666626,0.3957127333,
399.9999695,0.3200260997,399.9999695,0.3912012875,399.9999695,0.485449791,399.9999695,0.3976984918,399.9999695,0.3978793621,
399.333313,0.3168302178,399.333313,0.3874844909,399.333313,0.4820081294,399.333313,0.397357285,399.333313,0.4000861943,
398.666626,0.3133682907,398.666626,0.3834156692,398.666626,0.4784088433,398.666626,0.3967706859,398.666626,0.4021840096,
397.9999695,0.310117662,397.9999695,0.3796203136,397.9999695,0.4748291373,397.9999695,0.3961743414,397.9999695,0.4043578207,
397.333313,0.3068205416,397.333313,0.3759009242,397.333313,0.4713429213,397.333313,0.3955796957,397.333313,0.4066126049,
396.666626,0.3034991324,396.666626,0.3719821274,396.666626,0.4676077962,396.666626,0.3950058222,396.666626,0.4088878632,
395.9999695,0.3000750244,395.9999695,0.3680555522,395.9999695,0.4638390839,395.9999695,0.3941595256,395.9999695,0.4109891057,
395.333313,0.2967610657,395.333313,0.3640855849,395.333313,0.4600486457,395.333313,0.3932166994,395.333313,0.4131805599,
394.666626,0.2934970856,394.666626,0.3602845073,394.666626,0.4562586546,394.666626,0.3922939301,394.666626,0.4153565466,
393.9999695,0.2900234759,393.9999695,0.3562234342,393.9999695,0.4524874687,393.9999695,0.391300559,393.9999695,0.4176312685,
393.333313,0.2869165838,393.333313,0.3525501788,393.333313,0.4488092661,393.333313,0.3904953003,393.333313,0.4200999439,
392.666626,0.2835193276,392.666626,0.3486803472,392.666626,0.4449461997,392.666626,0.3894961476,392.666626,0.4224917889,
391.9999695,0.2802002132,391.9999695,0.3448377848,391.9999695,0.4411952496,391.9999695,0.3884511292,391.9999695,0.4248932302,
391.333313,0.2769911289,391.333313,0.3409609795,391.333313,0.4373846054,391.333313,0.3874384761,391.333313,0.4272895455,
390.666626,0.2737913132,390.666626,0.337130338,390.666626,0.4336524308,390.666626,0.3863668442,390.666626,0.4297341108,
389.9999695,0.2706170678,389.9999695,0.3334177136,389.9999695,0.429936558,389.9999695,0.3853223324,389.9999695,0.4324042797,
389.333313,0.2673769891,389.333313,0.3295458257,389.333313,0.4263759851,389.333313,0.3845461011,389.333313,0.435195297,
388.666626,0.2642123401,388.666626,0.325766921,388.666626,0.4229136407,388.666626,0.3836188316,388.666626,0.4378377795,
387.9999695,0.2613295913,387.9999695,0.3222429454,387.9999695,0.4195120335,387.9999695,0.3826887608,387.9999695,0.4406515956,
387.333313,0.2582769394,387.333313,0.3187069595,387.333313,0.4160811007,387.333313,0.3817665279,387.333313,0.4433525801,
386.666626,0.2550515532,386.666626,0.3150108755,386.666626,0.4125316441,386.666626,0.380667299,386.666626,0.4460454881,
385.9999695,0.2522776127,385.9999695,0.3117542565,385.9999695,0.4093229473,385.9999695,0.3798359931,385.9999695,0.4489744604,
385.3332825,0.2493954152,385.3332825,0.3083194196,385.3332825,0.4061163664,385.3332825,0.3790223002,385.3332825,0.4519667923,
384.666626,0.2465661913,384.666626,0.3051252365,384.666626,0.4031032324,384.666626,0.3783610761,384.666626,0.4549822211,
383.9999695,0.2437054068,383.9999695,0.3017622828,383.9999695,0.3998993337,383.9999695,0.377497226,383.9999695,0.4579671919,
383.3332825,0.2409657687,383.3332825,0.298524797,383.3332825,0.3967496455,383.3332825,0.3765511513,383.3332825,0.4609846771,
382.666626,0.2383600473,382.666626,0.2956354618,382.666626,0.3936971724,382.666626,0.3758769929,382.666626,0.4641402364,
381.9999695,0.2357362658,381.9999695,0.2924630642,381.9999695,0.3905296922,381.9999695,0.3749476373,381.9999695,0.467217803,
381.3332825,0.2332763672,381.3332825,0.2897423208,381.3332825,0.3877580166,381.3332825,0.3742564023,381.3332825,0.4703117609,
380.666626,0.2310026735,380.666626,0.2867149711,380.666626,0.3847266436,380.666626,0.3733773828,380.666626,0.473423481,
379.9999695,0.2285611033,379.9999695,0.2839193642,379.9999695,0.3816863894,379.9999695,0.3725888133,379.9999695,0.4765549898,
379.3332825,0.2262902707,379.3332825,0.2811330855,379.3332825,0.3788039982,379.3332825,0.3717646003,379.3332825,0.4798261523,
378.666626,0.2240549326,378.666626,0.2785649598,378.666626,0.3760259748,378.666626,0.3709158003,378.666626,0.4829846323,
377.9999695,0.2219951898,377.9999695,0.2762798965,377.9999695,0.3731961846,377.9999695,0.3700957298,377.9999695,0.4861497283,
377.3332825,0.2199387103,377.3332825,0.2738410234,377.3332825,0.3702774346,377.3332825,0.369096458,377.3332825,0.4894130826,
376.666626,0.2180186659,376.666626,0.2715422213,376.666626,0.3674040735,376.666626,0.3682418764,376.666626,0.4926026165,
375.9999695,0.2161145657,375.9999695,0.2692386508,375.9999695,0.3645392656,375.9999695,0.3673235476,375.9999695,0.495890528,
375.3332825,0.2142989486,375.3332825,0.2670549154,375.3332825,0.3616104722,375.3332825,0.366142869,375.3332825,0.4991214573,
374.666626,0.212595582,374.666626,0.265036881,374.666626,0.3589067459,374.666626,0.3653030992,374.666626,0.5025117397,
373.9999695,0.2110049725,373.9999695,0.2632269561,373.9999695,0.356277436,373.9999695,0.3644194603,373.9999695,0.5058139563,
373.3332825,0.2093015462,373.3332825,0.2613095641,373.3332825,0.3533434868,373.3332825,0.3633558154,373.3332825,0.5091365576,
372.666626,0.2081588507,372.666626,0.2596735954,372.666626,0.3508224189,372.666626,0.3624171615,372.666626,0.5125946403,
371.9999695,0.2068298012,371.9999695,0.2579150796,371.9999695,0.3481829464,371.9999695,0.3614417911,371.9999695,0.5160254836,
371.3332825,0.2056496143,371.3332825,0.2564171553,371.3332825,0.3456117809,371.3332825,0.3605524898,371.3332825,0.5193423629,
370.666626,0.2043221444,370.666626,0.2550329268,370.666626,0.3432042599,370.666626,0.3596752286,370.666626,0.5228500962,
369.9999695,0.2031547427,369.9999695,0.2537866533,369.9999695,0.3408553004,369.9999695,0.3588362038,369.9999695,0.5263587236,
369.3332825,0.2021832317,369.3332825,0.2526348233,369.3332825,0.3385393322,369.3332825,0.3580579758,369.3332825,0.5297783017,
368.666626,0.2012601793,368.666626,0.2514915168,368.666626,0.3363471627,368.666626,0.357224077,368.666626,0.5331617594,
367.9999695,0.2004223913,367.9999695,0.2505387664,367.9999695,0.3342724741,367.9999695,0.3564582467,367.9999695,0.5365692973,
367.3332825,0.1995969713,367.3332825,0.2495617568,367.3332825,0.3319623172,367.3332825,0.3556468487,367.3332825,0.5397772789,
366.666626,0.1988856941,366.666626,0.2487399429,366.666626,0.3299930692,366.666626,0.3550159335,366.666626,0.5430533886,
365.9999695,0.1980741322,365.9999695,0.2480575889,365.9999695,0.32814762,365.9999695,0.3543733656,365.9999695,0.5463623405,
365.3332825,0.1974229366,365.3332825,0.2475167513,365.3332825,0.3265297115,365.3332825,0.3540064692,365.3332825,0.5497800112,
364.666626,0.1967663318,364.666626,0.246835351,364.666626,0.3247906566,364.666626,0.3532747924,364.666626,0.5528534055,
363.9999695,0.1962730885,363.9999695,0.2464469969,363.9999695,0.3234851062,363.9999695,0.3528766036,363.9999695,0.5559425354,
363.3332825,0.1954381764,363.3332825,0.245665282,363.3332825,0.3218961656,363.3332825,0.352132827,363.3332825,0.5586518049,
362.666626,0.1950301528,362.666626,0.2452278882,362.666626,0.3206237257,362.666626,0.351636976,362.666626,0.5615717769,
361.9999695,0.1944508553,361.9999695,0.2448424697,361.9999695,0.3192199469,361.9999695,0.3512348533,361.9999695,0.564409852,
361.3332825,0.1938672364,361.3332825,0.2444065362,361.3332825,0.3181733489,361.3332825,0.3508060575,361.3332825,0.567261517,
360.666626,0.1933285147,360.666626,0.2442178428,360.666626,0.3171583414,360.666626,0.350420624,360.666626,0.5697737932,
359.9999695,0.1926365197,359.9999695,0.2437891662,359.9999695,0.3162204623,359.9999695,0.3498845994,359.9999695,0.572168231,
359.3332825,0.191938892,359.3332825,0.2432667613,359.3332825,0.3151364625,359.3332825,0.3493561149,359.3332825,0.5743013024,
358.666626,0.1915561557,358.666626,0.2430913895,358.666626,0.3143689632,358.666626,0.349021405,358.666626,0.5768868327,
357.9999695,0.1908992976,357.9999695,0.2425367981,357.9999695,0.3132613599,357.9999695,0.3486976027,357.9999695,0.5788683295,
357.3332825,0.1903082728,357.3332825,0.2423564345,357.3332825,0.312653482,357.3332825,0.3483118713,357.3332825,0.5809668303,
356.666626,0.1895344704,356.666626,0.242022261,356.666626,0.3117713928,356.666626,0.3479349613,356.666626,0.5827410817,
355.9999695,0.188990131,355.9999695,0.2415381372,355.9999695,0.3111498952,355.9999695,0.3477111757,355.9999695,0.5848364234,
355.3332825,0.1882594079,355.3332825,0.2410846353,355.3332825,0.3102198839,355.3332825,0.3474080861,355.3332825,0.5865305662,
354.666626,0.1877989918,354.666626,0.2409366071,354.666626,0.3096619844,354.666626,0.3471972346,354.666626,0.5881370902,
353.9999695,0.1869828552,353.9999695,0.2403787225,353.9999695,0.3088584542,353.9999695,0.3467098773,353.9999695,0.5896249413,
353.3332825,0.1863674223,353.3332825,0.2399844378,353.3332825,0.3081669509,353.3332825,0.3465214074,353.3332825,0.5910387635,
352.666626,0.1858603954,352.666626,0.2395449132,352.666626,0.3075373769,352.666626,0.34642452,352.666626,0.5926386714,
351.9999695,0.1853190958,351.9999695,0.2391712815,351.9999695,0.3068731725,351.9999695,0.3462082744,351.9999695,0.5939731002,
351.3332825,0.1844877303,351.3332825,0.2386674881,351.3332825,0.3060463667,351.3332825,0.3458756208,351.3332825,0.5948848128,
350.666626,0.1840570867,350.666626,0.238152191,350.666626,0.3052791059,350.666626,0.345602423,350.666626,0.5962833762,
349.9999695,0.1834870577,349.9999695,0.2376568764,349.9999695,0.3045185506,349.9999695,0.3454732895,349.9999695,0.5974094272,
349.3332825,0.1828410327,349.3332825,0.2368957996,349.3332825,0.3035698831,349.3332825,0.345066756,349.3332825,0.5982468724,
348.666626,0.1821981668,348.666626,0.236322999,348.666626,0.302870512,348.666626,0.3449250758,348.666626,0.5992022753,
347.9999695,0.1817794293,347.9999695,0.2356906086,347.9999695,0.3019933403,347.9999695,0.3447490931,347.9999695,0.6000702977,
347.3332825,0.1810303181,347.3332825,0.2349928617,347.3332825,0.3010150194,347.3332825,0.3443651795,347.3332825,0.6004781127,
346.666626,0.1806396395,346.666626,0.2342523187,346.666626,0.3003335595,346.666626,0.3441880047,346.666626,0.6013076305,
345.9999695,0.1800809801,345.9999695,0.2336180955,345.9999695,0.2994112074,345.9999695,0.3440476358,345.9999695,0.6018733382,
345.3332825,0.1794873029,345.3332825,0.232668817,345.3332825,0.2983771265,345.3332825,0.3438362777,345.3332825,0.6023404598,
344.666626,0.1788902283,344.666626,0.2319736183,344.666626,0.2975632548,344.666626,0.3434962034,344.666626,0.6026839614,
343.9999695,0.1784039885,343.9999695,0.2312541753,343.9999695,0.296836853,343.9999695,0.3434191048,343.9999695,0.6033298373,
343.3332825,0.1780806929,343.3332825,0.2303567678,343.3332825,0.2959949672,343.3332825,0.3434634209,343.3332825,0.6037076116,
342.666626,0.1774644703,342.666626,0.2295317352,342.666626,0.2952426374,342.666626,0.343182534,342.666626,0.6037935019,
341.9999695,0.1768893301,341.9999695,0.2287769467,341.9999695,0.2943828106,341.9999695,0.343092829,341.9999695,0.6039028168,
341.3332825,0.1763683408,341.3332825,0.2280612737,341.3332825,0.2938171923,341.3332825,0.3432512879,341.3332825,0.6044850945,
340.666626,0.175901413,340.666626,0.2272032052,340.666626,0.2931370437,340.666626,0.3431575298,340.666626,0.604745388,
339.9999695,0.1754081994,339.9999695,0.2265214324,339.9999695,0.2925685644,339.9999695,0.3431918919,339.9999695,0.6046894789,
339.3332825,0.1752639264,339.3332825,0.225986138,339.3332825,0.2921338081,339.3332825,0.3435584605,339.3332825,0.6051183939,
338.666626,0.1746399999,338.666626,0.2252084911,338.666626,0.2916381359,338.666626,0.3438364267,338.666626,0.6052988172,
337.9999695,0.17430453,337.9999695,0.2246620506,337.9999695,0.2913892567,337.9999695,0.3440464139,337.9999695,0.6055335999,
337.3332825,0.1737727225,337.3332825,0.2239343971,337.3332825,0.290854454,337.3332825,0.3443298638,337.3332825,0.6056084633,
336.666626,0.173205927,336.666626,0.2231746018,336.666626,0.2904274762,336.666626,0.3443730175,336.666626,0.605389297,
335.9999695,0.1727010459,335.9999695,0.2224962413,335.9999695,0.2901159227,335.9999695,0.3446470499,335.9999695,0.6054900289,
335.3332825,0.1723173261,335.3332825,0.2220416218,335.3332825,0.2897855639,335.3332825,0.3448573649,335.3332825,0.6054456234,
334.666626,0.1718923748,334.666626,0.2215432078,334.666626,0.2896368504,334.666626,0.3453551829,334.666626,0.605522573,
333.9999695,0.1715443432,333.9999695,0.2210064381,333.9999695,0.2894950211,333.9999695,0.3456411064,333.9999695,0.6055727005,
333.3332825,0.1710201651,333.3332825,0.2203599513,333.3332825,0.2892055809,333.3332825,0.3455622792,333.3332825,0.605094254,
332.666626,0.170485422,332.666626,0.2195859104,332.666626,0.2886621058,332.666626,0.3455751836,332.666626,0.6043983102,
331.9999695,0.1701267511,331.9999695,0.2189189047,331.9999695,0.2883428037,331.9999695,0.3457530737,331.9999695,0.6038448811,
331.3332825,0.1695955992,331.3332825,0.2183321267,331.3332825,0.2879171073,331.3332825,0.3457715809,331.3332825,0.6032979488,
330.666626,0.169246152,330.666626,0.2177262604,330.666626,0.2876140773,330.666626,0.3458356261,330.666626,0.6026393771,
329.9999695,0.1687687635,329.9999695,0.2167250961,329.9999695,0.2869105935,329.9999695,0.345533669,329.9999695,0.6016175747,
329.3332825,0.1683377326,329.3332825,0.2158966362,329.3332825,0.2860881686,329.3332825,0.3453616202,329.3332825,0.6006217599,
328.666626,0.1677251905,328.666626,0.2149399221,328.666626,0.2853211761,328.666626,0.3452407122,328.666626,0.5997693539,
327.9999695,0.1673300117,327.9999695,0.2142775804,327.9999695,0.2844659984,327.9999695,0.3450574577,327.9999695,0.5986878276,
327.3332825,0.1669202894,327.3332825,0.2132515907,327.3332825,0.2835433483,327.3332825,0.3449499309,327.3332825,0.5975102186,
326.666626,0.1662245989,326.666626,0.2121008784,326.666626,0.2824203372,326.666626,0.3446668386,326.666626,0.5963363051,
325.9999695,0.1659557223,325.9999695,0.2110272795,325.9999695,0.2815556228,325.9999695,0.3443996608,325.9999695,0.594979763,
325.3332825,0.1651746482,325.3332825,0.209997043,325.3332825,0.2803254724,325.3332825,0.3442308307,325.3332825,0.5940155387,
324.666626,0.1648300588,324.666626,0.2091321051,324.666626,0.2796819806,324.666626,0.3444627225,324.666626,0.5928865075,
323.9999695,0.1641318202,323.9999695,0.2079192102,323.9999695,0.2784493864,323.9999695,0.3441655338,323.9999695,0.5915973783,
323.3332825,0.1638294607,323.3332825,0.207006827,323.3332825,0.2777417004,323.3332825,0.3441824317,323.3332825,0.5904188752,
322.666626,0.1635396928,322.666626,0.2061330229,322.666626,0.2770474255,322.666626,0.3441946208,322.666626,0.5893834233,
321.9999695,0.1630382687,321.9999695,0.2051358223,321.9999695,0.2762547433,321.9999695,0.3443804383,321.9999695,0.5883824825,
321.3332825,0.1624689251,321.3332825,0.2042921931,321.3332825,0.2756310701,321.3332825,0.3445261717,321.3332825,0.5871098042,
320.666626,0.1620934755,320.666626,0.2035322934,320.666626,0.2750167847,320.666626,0.3444668949,320.666626,0.5860741735,
319.9999695,0.1615383625,319.9999695,0.2025702894,319.9999695,0.2743931115,319.9999695,0.3444033265,319.9999695,0.5849592686,
319.3332825,0.1612590104,319.3332825,0.2018852979,319.3332825,0.2739934325,319.3332825,0.3445699215,319.3332825,0.5838865042,
318.666626,0.1609145105,318.666626,0.2011616379,318.666626,0.2734501064,318.666626,0.3447877467,318.666626,0.5828307867,
317.9999695,0.1604287326,317.9999695,0.2004456371,317.9999695,0.2731075585,317.9999695,0.3446877599,317.9999695,0.5816685557,
317.3332825,0.1600381136,317.3332825,0.1997203976,317.3332825,0.2728031278,317.3332825,0.3446111083,317.3332825,0.5802288651,
316.666626,0.159805581,316.666626,0.1992680281,316.666626,0.272544384,316.666626,0.3448761404,316.666626,0.5795525312,
315.9999695,0.1592289209,315.9999695,0.1982772201,315.9999695,0.2721209824,315.9999695,0.3448540568,315.9999695,0.578166008,
315.3332825,0.1589128673,315.3332825,0.1976564527,315.3332825,0.271938771,315.3332825,0.3446059823,315.3332825,0.5770868659,
314.666626,0.1585217416,314.666626,0.1971013546,314.666626,0.2716246247,314.666626,0.3447194695,314.666626,0.5759803057,
313.9999695,0.1583601981,313.9999695,0.1965188831,313.9999695,0.2714191377,313.9999695,0.3447153568,313.9999695,0.5749291778,
313.3332825,0.1578962952,313.3332825,0.1958603412,313.3332825,0.2714141011,313.3332825,0.3450206816,313.3332825,0.5739856958,
312.666626,0.1574681401,312.666626,0.1951376498,312.666626,0.2716971636,312.666626,0.3450205326,312.666626,0.5728286505,
311.9999695,0.1573011428,311.9999695,0.1945213079,311.9999695,0.2715248764,311.9999695,0.3449424207,311.9999695,0.5717015266,
311.3332825,0.1569776833,311.3332825,0.1939580292,311.3332825,0.2717831433,311.3332825,0.3452267945,311.3332825,0.5708259344,
310.666626,0.1565912366,310.666626,0.1933162808,310.666626,0.2721291482,310.666626,0.3453218639,310.666626,0.5700577497,
309.9999695,0.1562083662,309.9999695,0.1926829815,309.9999695,0.2725898623,309.9999695,0.3454385102,309.9999695,0.5691052675,
